,Disease1,Disease2,Sim_score
1635,D000172,D054080,0.2100706361474112
1639,D000172,D054220,0.198958806561226
1642,D000172,D054319,0.2176096523066809
1643,D000172,D054546,0.174427209
1644,D000172,D054969,0.1995842929455079
1646,D000172,D054971,0.1806145271720867
1648,D000172,D054975,0.3910737843108168
1650,D000172,D055534,0.1765984888440239
1651,D000172,D055577,0.187125413188805
1652,D000172,D055622,0.1981947959516456
1656,D000172,D055953,0.2325704491712557
1657,D000172,D055955,0.2133724519294277
1658,D000172,D055956,0.186929634
1664,D000172,D056784,0.374960557567871
1665,D000172,D056806,0.2667133980335257
1666,D000172,D056807,0.2127910358125332
1669,D000172,D057174,0.2866291153371127
1670,D000172,D057177,0.2006514769921549
1671,D000172,D057178,0.205267848
1672,D000172,D057180,0.2678547684578889
1674,D000172,D058088,0.1760876039463576
1679,D000172,D058565,0.2247729763699734
1680,D000172,D058627,0.2160282971408202
1682,D000172,D058923,0.1940920577243602
1683,D000172,D059345,0.3030501784498751
1685,D000172,D059409,0.2362918630512066
1687,D000172,D060426,0.2401575249835397
1688,D000172,D060486,0.1927451683673917
1703,D000172,D062026,0.1882859882134672
1704,D000172,D063205,0.1770143961865645
1705,D000172,D063806,0.2378560064802811
1706,D000172,D064128,0.2067673336106036
1707,D000172,D065166,0.2294783673795914
1709,D000172,D065634,0.17032132339454
1711,D000172,D065703,0.1870815717312615
1713,D000172,D065705,0.174277875852009
1716,D000172,D065708,0.1884641107662863
1717,D000172,D065768,0.2286879430334915
1719,D000270,D000160,0.4206012202128447
1727,D000270,D000544,0.1707648896824774
1728,D000270,D000550,0.3133418643469486
1745,D000270,D001259,0.1959357960910294
1750,D000270,D001342,0.5904793133350432
1751,D000270,D001480,0.1983468060762113
1753,D000270,D001766,0.3304715264310229
1757,D000270,D001925,0.1749195229711451
1759,D000270,D001927,0.2522558857469854
1760,D000270,D001928,0.1903169701275178
1762,D000270,D001930,0.1759496604294258
1763,D000270,D001932,0.1913511704059319
1764,D000270,D002340,0.1694159132251796
1770,D000270,D002422,0.4753824510013608
1771,D000270,D002493,0.2755946166126475
1772,D000270,D002494,0.213516759724506
1773,D000270,D002524,0.1719510358458538
1774,D000270,D002526,0.1779782691158297
1785,D000270,D002545,0.1849603015392647
1792,D000270,D002561,0.2156307637200815
1795,D000270,D002819,0.1908352988525118
1798,D000270,D003117,0.2959766154058975
1799,D000270,D003128,0.1683768888346786
1800,D000270,D003147,0.2126994304370462
1801,D000270,D003221,0.1792858733674514
1802,D000270,D003244,0.2060249365297549
1804,D000270,D003389,0.5076146867431288
1805,D000270,D003390,0.4168716341940902
1811,D000270,D003655,0.1727256682369396
1813,D000270,D003704,0.1980383543644288
1814,D000270,D003711,0.189515114369972
1817,D000270,D004172,0.3000019394645658
1819,D000270,D004370,0.4849911690002452
1822,D000270,D004402,0.4566818201295505
1827,D000270,D004421,0.1830014903940765
1831,D000270,D004660,0.1869575122113088
1845,D000270,D004827,0.1936066217328552
1853,D000270,D004948,0.5107950840410542
1854,D000270,D005099,0.5005192258978478
1857,D000270,D005131,0.3074964643637726
1858,D000270,D005150,0.3559561634259177
1860,D000270,D005155,0.4414016498382301
1861,D000270,D005156,0.4214684942014338
1878,D000270,D006259,0.1891095678601779
1879,D000270,D006311,0.208531285517811
1889,D000270,D006423,0.281354636048004
1890,D000270,D006429,0.170755901144351
1897,D000270,D006732,0.6623721597196397
1910,D000270,D007024,0.5208079665128071
1911,D000270,D007027,0.1949238457443662
1919,D000270,D007625,0.4590522678262206
1924,D000270,D007806,0.1952442611597017
1926,D000270,D007859,0.1755267963161895
1940,D000270,D008556,0.3536543531651933
1941,D000270,D008569,0.1879678880883279
1945,D000270,D008581,0.1953634698005983
1955,D000270,D008607,0.2080659098284548
1958,D000270,D009069,0.2172731102742681
1963,D000270,D009122,0.1803241959963142
1967,D000270,D009133,0.1694867902134892
1969,D000270,D009135,0.1887255567092301
1973,D000270,D009187,0.1697662286480075
1975,D000270,D009207,0.1684925320065757
1983,D000270,D009421,0.181294207856497
1984,D000270,D009423,0.2038586627116899
1986,D000270,D009437,0.1761615480326605
1992,D000270,D009461,0.2954497211353869
1993,D000270,D009464,0.3845732439200007
1994,D000270,D009468,0.2143942031340449
1995,D000270,D009471,0.3729571547943663
2000,D000270,D009759,0.5524914568385226
2002,D000270,D009849,0.4487254993771129
2003,D000270,D009886,0.5823286437768495
2004,D000270,D009896,0.4197379963800006
2005,D000270,D009901,0.4710162923616804
2006,D000270,D009902,0.4211858015995492
2008,D000270,D010211,0.404491751458804
2009,D000270,D010243,0.221995792
2012,D000270,D010264,0.1728498287091326
2013,D000270,D010291,0.1814039157575162
2018,D000270,D010468,0.1927705973213338
2019,D000270,D010523,0.1926367666396359
2020,D000270,D010524,0.1684925083057198
2026,D000270,D010900,0.1796194738870891
2039,D000270,D011596,0.1813645444484012
2040,D000270,D011681,0.7192395226075434
2044,D000270,D012019,0.4890214857876921
2045,D000270,D012021,0.1725688059899554
2053,D000270,D012607,0.2908048346571075
2056,D000270,D012640,0.2108188756904957
2057,D000270,D012678,0.2430347428115022
2058,D000270,D012791,0.4483039478818164
2061,D000270,D012891,0.1700106596296985
2063,D000270,D012893,0.2324064112967697
2065,D000270,D013035,0.1715564443629207
2067,D000270,D013064,0.1772908392359777
2070,D000270,D013118,0.2092629281036748
2071,D000270,D013119,0.1705274687766274
2075,D000270,D013285,0.5698948752331491
2083,D000270,D013494,0.5066903136456093
2084,D000270,D013547,0.4611384752034984
2099,D000270,D014202,0.1757251266305045
2100,D000270,D014277,0.3838767964496288
2104,D000270,D014474,0.1906393585145194
2105,D000270,D014607,0.2446748598538052
2108,D000270,D014717,0.1729290615457331
2109,D000270,D014786,0.3686965002671705
2110,D000270,D014826,0.4152816532024564
2111,D000270,D014832,0.1764700523158635
2116,D000270,D014929,0.3391367047085219
2120,D000270,D015173,0.1706007585285004
2127,D000270,D015354,0.292123033
2129,D000270,D015418,0.3835899167230259
2134,D000270,D015594,0.3613969086284024
2138,D000270,D015835,0.6265135247987953
2139,D000270,D015840,0.7897264584402806
2140,D000270,D015845,0.8333955097927426
2141,D000270,D015875,0.616658413
2142,D000270,D015877,0.6749087860978891
2152,D000270,D016518,0.3437217367113369
2155,D000270,D016543,0.1900560617622507
2160,D000270,D016697,0.3352903370086536
2181,D000270,D017246,0.5020801849838825
2186,D000270,D017624,0.2045015527322304
2192,D000270,D018304,0.3461853802308019
2207,D000270,D018917,0.3788756229065331
2212,D000270,D019462,0.4852959588843169
2214,D000270,D019574,0.3728113501893694
2215,D000270,D019575,0.2557212840445039
2216,D000270,D019578,0.4995503572059832
2219,D000270,D019636,0.2065759521922889
2220,D000270,D019846,0.4648383693794227
2221,D000270,D019954,0.249474346
2254,D000270,D020196,0.2021838049691612
2267,D000270,D020209,0.4180819712719736
2269,D000270,D020211,0.4583931252164248
2275,D000270,D020220,0.362923537947005
2276,D000270,D020221,0.3804224352869004
2281,D000270,D020233,0.1776900792595097
2303,D000270,D020271,0.1764239573692437
2304,D000270,D020274,0.1884742965452987
2307,D000270,D020278,0.1771590372096075
2314,D000270,D020300,0.1856791608097033
2323,D000270,D020330,0.3557355572694533
2324,D000270,D020331,0.3309499377608753
2325,D000270,D020333,0.4741916189292754
2328,D000270,D020338,0.3466002901707385
2329,D000270,D020339,0.3376784969599574
2341,D000270,D020417,0.4667980979612083
2342,D000270,D020421,0.4243641144401663
2352,D000270,D020431,0.3782336386116814
2353,D000270,D020432,0.3565877361506976
2354,D000270,D020433,0.4071044277719368
2355,D000270,D020435,0.3577613142128477
2356,D000270,D020437,0.3690541450297691
2357,D000270,D020447,0.175029483046279
2364,D000270,D020521,0.1839837669662694
2370,D000270,D020734,0.1798204264980257
2371,D000270,D020739,0.1752169689200519
2374,D000270,D020757,0.2454015907485998
2379,D000270,D020765,0.1790354424711551
2382,D000270,D020773,0.1829756439865497
2389,D000270,D020795,0.2673073067907054
2393,D000270,D020805,0.1798908804521779
2394,D000270,D020806,0.1766166297389804
2401,D000270,D020820,0.2328171762695843
2407,D000270,D020879,0.2192776231134451
2408,D000270,D020886,0.1888530888651621
2411,D000270,D020918,0.517281895
2412,D000270,D020919,0.1966890942031532
2413,D000270,D020920,0.2128876681062818
2425,D000270,D020955,0.4144614828907713
2431,D000270,D024801,0.1759988905818619
2435,D000270,D029241,0.3280810690011688
2436,D000270,D029242,0.3501938085776285
2440,D000270,D034381,0.1938035844669934
2458,D000270,D051270,0.1697753974158567
2466,D000270,D052245,0.2279448740261599
2477,D000270,D053578,0.4644424809166237
2482,D000270,D054062,0.2594105267374932
2493,D000270,D054969,0.5547701684169537
2494,D000270,D054970,0.424908575295997
2495,D000270,D054971,0.565298957
2496,D000270,D054972,0.474387605
2501,D000270,D055622,0.2059856081346585
2504,D000270,D055952,0.3378554015364546
2506,D000270,D055955,0.229772712389118
2512,D000270,D056769,0.1939353724766225
2513,D000270,D056784,0.1933390900490854
2517,D000270,D057112,0.2126479927761736
2522,D000270,D057774,0.4345354518652599
2524,D000270,D058494,0.2002644256307276
2527,D000270,D058540,0.2073600387698531
2537,D000270,D060486,0.4344374297499216
2541,D000270,D061219,0.3056719056068683
2542,D000270,D061220,0.6805056767608755
2543,D000270,D061221,0.358478714
2544,D000270,D061222,0.3283960232051922
2545,D000270,D061223,0.3789704627695565
2546,D000270,D061224,0.3628177546604132
2547,D000270,D061226,0.3454626449249287
2548,D000270,D061228,0.3294341678634626
2549,D000270,D061247,0.3037891940239604
2550,D000270,D061285,0.3027422646829855
2551,D000270,D061287,0.3061816492873672
2557,D000270,D065306,0.2628636645805105
2558,D000270,D065634,0.16835401
2569,D000326,D000370,0.1990241185354093
2570,D000326,D000377,0.3592173659304655
2571,D000326,D000381,0.3277031787003729
2572,D000326,D000405,0.2124831582130228
2575,D000326,D000544,0.3039913288212771
2576,D000326,D000550,0.2686515857079424
2577,D000326,D000647,0.3779231745665856
2578,D000326,D000648,0.3270197813637429
2579,D000326,D000690,0.276812747
2580,D000326,D000699,0.2519157589748325
2581,D000326,D000757,0.2021717644943088
2582,D000326,D000795,0.5333213123568551
2583,D000326,D000849,0.3288556068278327
2584,D000326,D000857,0.2479516958595898
2585,D000326,D001037,0.3751773636455266
2586,D000326,D001039,0.3293001479277947
2587,D000326,D001041,0.3186746846560406
2588,D000326,D001044,0.2075004241150138
2589,D000326,D001072,0.3578078136449752
2590,D000326,D001100,0.1895220542347023
2591,D000326,D001139,0.2036494307342437
2592,D000326,D001184,0.3578716454361361
2593,D000326,D001259,0.2917038476912302
2594,D000326,D001260,0.3009389230635023
2595,D000326,D001264,0.2354345362567251
2596,D000326,D001304,0.2455732708295615
2597,D000326,D001308,0.3486252194647847
2598,D000326,D001342,0.182924211
2599,D000326,D001480,0.3246114251824437
2600,D000326,D001750,0.2624111262950733
2601,D000326,D001766,0.2757878328715514
2603,D000326,D001922,0.2615780313903594
2604,D000326,D001924,0.2465417495433533
2605,D000326,D001925,0.2951053372190731
2606,D000326,D001926,0.3796049703748136
2607,D000326,D001927,0.3933368721996665
2608,D000326,D001928,0.5832330411918922
2609,D000326,D001929,0.2698182979785964
2610,D000326,D001930,0.2993776972892211
2611,D000326,D001932,0.3191987584840037
2612,D000326,D002340,0.290503486
2613,D000326,D002341,0.2298599958813664
2615,D000326,D002375,0.2452764741416516
2617,D000326,D002389,0.3600418182054017
2619,D000326,D002493,0.3553931161153972
2620,D000326,D002494,0.2916187934424981
2621,D000326,D002524,0.2810510752835614
2622,D000326,D002526,0.298912214852028
2623,D000326,D002527,0.4154833106172773
2624,D000326,D002528,0.2476863286148087
2625,D000326,D002532,0.2667648575785306
2626,D000326,D002534,0.2733410777027541
2627,D000326,D002537,0.2602378859037131
2628,D000326,D002538,0.2487851245653045
2629,D000326,D002539,0.2695715926426231
2630,D000326,D002542,0.2770792821264586
2631,D000326,D002543,0.2751352306288246
2632,D000326,D002544,0.2712675403458723
2633,D000326,D002545,0.310064018200374
2634,D000326,D002546,0.2626660527476067
2635,D000326,D002547,0.267947908691257
2636,D000326,D002549,0.4556940395330813
2637,D000326,D002551,0.2440698135254956
2638,D000326,D002558,0.2240793744635068
2639,D000326,D002559,0.2401301639039387
2640,D000326,D002561,0.349615298
2642,D000326,D002607,0.4567505979682732
2643,D000326,D002819,0.2854119747213055
2644,D000326,D003027,0.2253153532752553
2645,D000326,D003057,0.4502842398295478
2646,D000326,D003117,0.2416490105552352
2647,D000326,D003128,0.3941360728933382
2648,D000326,D003147,0.4516263016470826
2649,D000326,D003221,0.4023852601723033
2650,D000326,D003244,0.4415569410563228
2651,D000326,D003294,0.2433271181782205
2652,D000326,D003389,0.2079449885423544
2654,D000326,D003410,0.4661403212418434
2655,D000326,D003616,0.2225381344637554
2656,D000326,D003635,0.4695095069474796
2657,D000326,D003638,0.2712057139887754
2658,D000326,D003639,0.2278298738203626
2659,D000326,D003655,0.2610512791189977
2660,D000326,D003693,0.3746694623876133
2661,D000326,D003704,0.3242175087685635
2662,D000326,D003711,0.5387315991884211
2664,D000326,D003929,0.2889672868457716
2665,D000326,D004172,0.2456263020789955
2666,D000326,D004314,0.5445810123005062
2667,D000326,D004370,0.258613278712224
2668,D000326,D004393,0.2540092525814377
2669,D000326,D004401,0.335581681517365
2670,D000326,D004402,0.4320259586990475
2671,D000326,D004408,0.2049466923490088
2672,D000326,D004409,0.257637669173744
2673,D000326,D004410,0.3692281280025117
2674,D000326,D004411,0.3242750283680486
2675,D000326,D004421,0.2758140387718686
2676,D000326,D004422,0.4482946142575366
2677,D000326,D004454,0.2978262620251966
2678,D000326,D004652,0.2347211280938994
2679,D000326,D004660,0.3101648339262531
2680,D000326,D004670,0.1895591089739911
2681,D000326,D004671,0.259703376
2682,D000326,D004672,0.2223994149957851
2683,D000326,D004673,0.4561543921696104
2684,D000326,D004674,0.1959685543556964
2685,D000326,D004675,0.2227915077217561
2686,D000326,D004677,0.2098707386486903
2687,D000326,D004678,0.2493235537482581
2688,D000326,D004679,0.228505658801911
2689,D000326,D004681,0.4842488420122119
2690,D000326,D004683,0.2227817035078359
2691,D000326,D004684,0.4076910231220522
2692,D000326,D004685,0.195322283004313
2693,D000326,D004827,0.3185744462104494
2694,D000326,D004828,0.2798471861868418
2695,D000326,D004829,0.2783735453920101
2696,D000326,D004830,0.2378658887118419
2697,D000326,D004831,0.2441919727459791
2698,D000326,D004832,0.234528658294201
2699,D000326,D004833,0.2539098855921976
2700,D000326,D004834,0.2188742019261758
2707,D000326,D005151,0.1834573199944838
2708,D000326,D005155,0.171688215994309
2710,D000326,D005158,0.2647296807483902
2711,D000326,D005207,0.2206151356612495
2713,D000326,D005600,0.6593312994001718
2714,D000326,D005621,0.4722321428863775
2715,D000326,D005645,0.4463852537361376
2716,D000326,D005693,0.5147919030441671
2717,D000326,D005733,0.5142911838547156
2718,D000326,D005776,0.5069842686397379
2719,D000326,D005862,0.3005218911722647
2720,D000326,D005879,0.4809359857079333
2721,D000326,D006009,0.4913162159015385
2722,D000326,D006014,0.3153829061846478
2723,D000326,D006211,0.435811687639669
2724,D000326,D006212,0.3792671607877493
2725,D000326,D006250,0.457259408
2726,D000326,D006259,0.2070851058954526
2727,D000326,D006311,0.3185082310231285
2728,D000326,D006312,0.2264200825084792
2729,D000326,D006313,0.2177006472902314
2730,D000326,D006314,0.2353718475915815
2731,D000326,D006315,0.1913721457960073
2732,D000326,D006316,0.2145755909662423
2733,D000326,D006317,0.2440610193236609
2734,D000326,D006319,0.2739985747207615
2735,D000326,D006407,0.2310882314178793
2736,D000326,D006408,0.2504697327349224
2737,D000326,D006423,0.2317122451996976
2738,D000326,D006429,0.2664149680464542
2739,D000326,D006501,0.4882754454236691
2740,D000326,D006527,0.540975124
2743,D000326,D006685,0.2386185129038378
2744,D000326,D006712,0.488331281
2745,D000326,D006732,0.2290124082501731
2746,D000326,D006816,0.5099321894227434
2747,D000326,D006832,0.1769650207030771
2748,D000326,D006849,0.2803277492362593
2749,D000326,D006850,0.2307440598592335
2750,D000326,D006930,0.2589796182805098
2751,D000326,D006941,0.2185948293416073
2752,D000326,D006948,0.2540149721730643
2753,D000326,D006964,0.2926873391451743
2754,D000326,D006966,0.2496862195842519
2756,D000326,D006987,0.2363879855338314
2757,D000326,D007018,0.2767184411845101
2759,D000326,D007027,0.3202484889328993
2760,D000326,D007029,0.2803328341179991
2761,D000326,D007088,0.3755572705800889
2762,D000326,D007177,0.2647424254962315
2764,D000326,D007331,0.3280229158495082
2765,D000326,D007562,0.2564169836902347
2767,D000326,D007625,0.2232313001351383
2768,D000326,D007647,0.4454502560348164
2769,D000326,D007706,0.6519695243317234
2770,D000326,D007729,0.1820853583714165
2771,D000326,D007805,0.36200828
2772,D000326,D007806,0.4303902310412457
2773,D000326,D007849,0.2145262207682426
