Disease,Drug
D010523,DB00860
D010523,DB00635
D010523,DB01035
D010523,DB00396
D010523,DB01182
D010523,DB00550
D010523,DB00165
D010523,DB00140
D010523,DB00641
D010523,DB00649
D010523,DB00428
D010523,DB00795
D010523,DB00605
D010523,DB00864
D010523,DB00444
D010523,DB01041
D010523,DB00152
D010523,DB00273
D010523,DB00755
D010523,DB00570
D010523,DB00541
D010523,DB00309
D010523,DB00361
D010523,DB00163
D010523,DB00582
D010523,DB00943
D010523,DB00495
D010523,DB01593
D020427,DB01337
D020427,DB00252
D020427,DB00428
D018458,DB01235
D018458,DB00563
D018458,DB00425
D010591,DB00996
D020795,DB01118
D020795,DB00987
D020795,DB00975
D020795,DB00450
D020795,DB01221
D020795,DB14509
D020795,DB01065
D020795,DB00698
D020795,DB00818
D020795,DB00953
D020795,DB00747
D020795,DB00795
D020795,DB00605
D020795,DB00669
D020795,DB00440
D020774,DB00472
D047748,DB00248
D047748,DB00648
D047748,DB06663
D010899,DB01200
D010899,DB00477
D010899,DB01234
D010899,DB01109
D010899,DB00883
D010899,DB00007
D010900,DB01200
D010900,DB01234
D010900,DB00255
D010900,DB04173
D010900,DB01592
D010900,DB00007
D010900,DB00834
D010900,DB00008
D010900,DB00811
D010900,DB00428
D010900,DB00795
D010911,DB01200
D010911,DB00248
D010911,DB00201
D010911,DB00255
D010911,DB01184
D010911,DB00783
D010911,DB00655
D010911,DB00916
D010911,DB00734
D010911,DB00675
D010911,DB00539
D010911,DB00313
D011007,DB01200
D016878,DB00675
D017285,DB00415
D017285,DB01076
D017285,DB00993
D017285,DB00482
D017285,DB00169
D017285,DB00501
D017285,DB00330
D017285,DB01039
D017285,DB00563
D017285,DB00959
D017285,DB01024
D017285,DB00652
D017285,DB00812
D017285,DB00252
D017285,DB00175
D017285,DB00860
D017285,DB00635
D017285,DB00641
D017285,DB00495
D011115,DB00459
D011115,DB01118
D011115,DB00389
D011115,DB00608
D011115,DB01239
D011115,DB00565
D011115,DB00515
D011115,DB01394
D011115,DB00987
D011115,DB00250
D011115,DB00822
D011115,DB01248
D011115,DB01142
D011115,DB00330
D011115,DB00898
D011115,DB01095
D011115,DB00677
D011115,DB00951
D011115,DB00982
D011115,DB01097
D011115,DB01202
D011115,DB14509
D011115,DB00227
D011115,DB00772
D011115,DB00358
D011115,DB00563
D011115,DB00959
D011115,DB00916
D011115,DB00698
D011115,DB01229
D011115,DB00252
D011115,DB00175
D011115,DB00635
D011115,DB00165
D011115,DB00641
D011115,DB00877
D011115,DB00649
D011115,DB01082
D011115,DB00428
D011115,DB00795
D011115,DB00864
D011115,DB01041
D011115,DB00152
D011115,DB00685
D011115,DB00541
D011115,DB00361
D011115,DB00163
D011129,DB00518
D011129,DB00321
D011129,DB01035
D011129,DB00541
D020277,DB00959
D020277,DB00230
D020277,DB01035
D020277,DB00864
D011128,DB00297
D011128,DB00720
D011128,DB00987
D011128,DB00822
D011128,DB01004
D011128,DB00281
D011128,DB00961
D011128,DB00563
D011128,DB00652
D011128,DB00721
D011128,DB09085
D011128,DB11094
D051299,DB00201
D051299,DB00277
D054038,DB00787
D054038,DB00290
D054038,DB00564
D054038,DB00515
D054038,DB00091
D054038,DB00987
D054038,DB01234
D054038,DB00544
D054038,DB00563
D054038,DB00959
D054038,DB01115
D054038,DB01229
D054038,DB00252
D054038,DB00398
D054038,DB00864
D054038,DB00570
D057774,DB00571
D054972,DB00612
D054972,DB00687
D054972,DB00678
D054972,DB00358
D054972,DB00571
D011218,DB00734
D017096,DB00877
D017096,DB00759
D015175,DB01200
D015175,DB00248
D015175,DB04839
D015175,DB00255
D015175,DB00783
D015175,DB00655
D015175,DB00898
D015175,DB01065
D015175,DB01186
D015175,DB00734
D015175,DB00624
D015175,DB00679
D020828,DB00987
D020828,DB00563
D011559,DB00819
D011559,DB00523
D011559,DB01118
D011559,DB00415
D011559,DB00443
D011559,DB01222
D011559,DB01212
D011559,DB00537
D011559,DB00987
D011559,DB01406
D011559,DB01234
D011559,DB01177
D011559,DB00328
D011559,DB00982
D011559,DB14509
D011559,DB00603
D011559,DB01357
D011559,DB01017
D011559,DB00648
D011559,DB00698
D011559,DB00727
D011559,DB00334
D011559,DB00715
D011559,DB00487
D011559,DB00252
D011559,DB00860
D011559,DB00635
D011559,DB00759
D011559,DB00273
D011559,DB00755
D011559,DB00313
D011559,DB00162
D011559,DB11094
D011559,DB00582
D011559,DB00682
D011595,DB00316
D011595,DB00819
D011595,DB00787
D011595,DB00321
D011595,DB00182
D011595,DB00714
D011595,DB01238
D011595,DB00810
D011595,DB00297
D011595,DB01156
D011595,DB00611
D011595,DB00564
D011595,DB00477
D011595,DB00501
D011595,DB01211
D011595,DB01242
D011595,DB01068
D011595,DB00575
D011595,DB00363
D011595,DB00907
D011595,DB00979
D011595,DB00633
D011595,DB00829
D011595,DB01075
D011595,DB00988
D011595,DB00450
D011595,DB00625
D011595,DB00668
D011595,DB01240
D011595,DB00292
D011595,DB00813
D011595,DB01205
D011595,DB01544
D011595,DB00623
D011595,DB00947
D011595,DB00502
D011595,DB00458
D011595,DB00753
D011595,DB01221
D011595,DB14509
D011595,DB00186
D011595,DB00934
D011595,DB00358
D011595,DB01043
D011595,DB01365
D011595,DB00333
D011595,DB01403
D011595,DB09241
D011595,DB00422
D011595,DB00959
D011595,DB00916
D011595,DB00379
D011595,DB00683
D011595,DB00370
D011595,DB00745
D011595,DB00295
D011595,DB00184
D011595,DB00325
D011595,DB00334
D011595,DB00904
D011595,DB00935
D011595,DB00715
D011595,DB00487
D011595,DB00850
D011595,DB00397
D011595,DB00252
D011595,DB00981
D011595,DB01132
D011595,DB00413
D011595,DB00457
D011595,DB00387
D011595,DB00818
D011595,DB00571
D011595,DB00863
D011595,DB00734
D011595,DB00747
D011595,DB01236
D011595,DB00359
D011595,DB01581
D011595,DB06147
D011595,DB00231
D011595,DB00277
D011595,DB00679
D011595,DB00273
D011595,DB00656
D011595,DB00897
D011595,DB00831
D011595,DB00376
D011595,DB00792
D011595,DB00313
D011595,DB00246
D011596,DB00915
D011596,DB00321
D011596,DB00921
D011596,DB00201
D011596,DB00477
D011596,DB00907
D011596,DB00829
D011596,DB00390
D011596,DB01075
D011596,DB00898
D011596,DB01205
D011596,DB00502
D011596,DB00982
D011596,DB01235
D011596,DB13872
D011596,DB00333
D011596,DB00422
D011596,DB00683
D011596,DB01017
D011596,DB00370
D011596,DB00295
D011596,DB01183
D011596,DB00715
D011596,DB00850
D011596,DB01174
D011596,DB00252
D011596,DB00981
D011596,DB00409
D011596,DB00747
D011596,DB00313
D011596,DB00495
D011596,DB00425
D011596,DB01198
D011681,DB00297
D011681,DB00907
D011681,DB01184
D011681,DB00333
D011681,DB00295
D011681,DB00747
D020146,DB00907
D020146,DB00397
D020146,DB00864
D052880,DB01602
D052880,DB01190
D052880,DB00828
D011782,DB00819
D011782,DB00182
D011782,DB00181
D011782,DB00443
D011782,DB00612
D011782,DB01136
D011782,DB00565
D011782,DB00907
D011782,DB01394
D011782,DB00987
D011782,DB01234
D011782,DB00586
D011782,DB00822
D011782,DB00470
D011782,DB00228
D011782,DB01039
D011782,DB00695
D011782,DB01159
D011782,DB01109
D011782,DB01050
D011782,DB00281
D011782,DB00653
D011782,DB00563
D011782,DB00959
D011782,DB00698
D011782,DB01337
D011782,DB01174
D011782,DB00421
D011782,DB00541
D020425,DB00652
D020425,DB00682
D011843,DB00321
D011843,DB00297
D011843,DB00564
D011843,DB00987
D011843,DB00813
D011843,DB00741
D011843,DB00281
D011843,DB00961
D011843,DB00563
D011843,DB00959
D012021,DB03128
D012021,DB01430
D012021,DB00572
D012021,DB00810
D012021,DB06774
D012021,DB01212
D012021,DB00608
D012021,DB00477
D012021,DB00215
D012021,DB01242
D012021,DB00575
D012021,DB00363
D012021,DB00907
D012021,DB01394
D012021,DB00531
D012021,DB01396
D012021,DB00822
D012021,DB00997
D012021,DB00696
D012021,DB00898
D012021,DB00813
D012021,DB01109
D012021,DB00328
D012021,DB01247
D012021,DB01172
D012021,DB14509
D012021,DB00657
D012021,DB00814
D012021,DB00454
D012021,DB00563
D012021,DB00968
D012021,DB00422
D012021,DB00247
D012021,DB00916
D012021,DB00683
D012021,DB00295
D012021,DB00184
D012021,DB01115
D012021,DB00698
D012021,DB00338
D012021,DB01229
D012021,DB01337
D012021,DB00715
D012021,DB00312
D012021,DB00780
D012021,DB01174
D012021,DB00925
D012021,DB00252
D012021,DB06809
D012021,DB00818
D012021,DB00571
D012021,DB00550
D012021,DB00863
D012021,DB00206
D012021,DB00747
D012021,DB00428
D012021,DB00675
D012021,DB01041
D012021,DB00656
D012021,DB00313
D012021,DB00570
D012021,DB00541
D012021,DB00309
D012021,DB00162
D012021,DB00163
D012021,DB01392
D012019,DB00297
D012019,DB00136
D012019,DB00575
D012019,DB00907
D012019,DB00668
D012019,DB00696
D012019,DB00609
D012019,DB00996
D012019,DB01170
D012019,DB00951
D012019,DB01221
D012019,DB00281
D012019,DB00333
D012019,DB01115
D012019,DB08439
D012019,DB01174
D012019,DB00635
D012019,DB00418
D012019,DB00877
D012035,DB01083
D020187,DB00564
D020187,DB01242
D020187,DB01068
D020187,DB00363
D020187,DB00472
D020187,DB00176
D020187,DB00715
D020187,DB01104
D020187,DB00425
D012133,DB00181
D012133,DB00297
D012133,DB01164
D012133,DB00668
D012133,DB00281
D012133,DB00772
D012133,DB00961
D012133,DB01183
D012133,DB01400
D012133,DB01337
D012133,DB00312
D012133,DB01035
D012133,DB01082
D012133,DB01041
D012133,DB00277
D012133,DB00599
D012133,DB00541
D012148,DB01156
D012148,DB00248
D012148,DB00201
D012148,DB00215
D012148,DB01190
D012148,DB00363
D012148,DB00514
D012148,DB00647
D012148,DB00472
D012148,DB00996
D012148,DB01592
D012148,DB01235
D012148,DB00653
D012148,DB01403
D012148,DB00370
D012148,DB00334
D012148,DB00776
D012148,DB00497
D012148,DB00715
D012148,DB01186
D012148,DB00413
D012148,DB00230
D012148,DB00571
D012148,DB00268
D012148,DB05271
D012148,DB01104
D012148,DB00273
D012148,DB00193
D012202,DB00586
D012202,DB00313
D020225,DB00819
D020225,DB00513
D020225,DB00564
D020225,DB00985
D020225,DB01109
D020225,DB00563
D020225,DB08804
D020225,DB00669
D055948,DB01101
D055948,DB01234
D012585,DB00328
D012585,DB00784
D012585,DB01403
D012585,DB00959
D012585,DB00295
D020426,DB04115
D020426,DB00188
D020426,DB00921
D020426,DB00515
D020426,DB01065
D020426,DB01229
D020426,DB00738
D020426,DB00652
D020426,DB00498
D020426,DB00230
D020426,DB00541
D020426,DB00682
D012607,DB00608
D012607,DB00907
D012607,DB00746
D012607,DB00822
D012607,DB01364
D012607,DB00668
D012607,DB00330
D012607,DB00158
D012607,DB05260
D012607,DB01109
D012607,DB01611
D012607,DB01029
D012607,DB00951
D012607,DB00465
D012607,DB00563
D012607,DB01229
D012608,DB09130
D012608,DB00435
D012608,DB01593
D012640,DB00316
D012640,DB00819
D012640,DB03128
D012640,DB06151
D012640,DB00787
D012640,DB00640
D012640,DB00518
D012640,DB01001
D012640,DB00802
D012640,DB00918
D012640,DB00404
D012640,DB00915
D012640,DB00479
D012640,DB00594
D012640,DB00513
D012640,DB00855
D012640,DB01223
D012640,DB01118
D012640,DB00321
D012640,DB01351
D012640,DB00543
D012640,DB01060
D012640,DB00182
D012640,DB00415
D012640,DB00714
D012640,DB01238
D012640,DB00126
D012640,DB00335
D012640,DB01076
D012640,DB09059
D012640,DB00572
D012640,DB09121
D012640,DB00993
D012640,DB00972
D012640,DB00355
D012640,DB00181
D012640,DB13746
D012640,DB00810
D012640,DB00290
D012640,DB01558
D012640,DB01200
D012640,DB00297
D012640,DB00921
D012640,DB01156
D012640,DB00490
D012640,DB00201
D012640,DB01164
D012640,DB01744
D012640,DB09061
D012640,DB06774
D012640,DB00564
D012640,DB00578
D012640,DB00190
D012640,DB00262
D012640,DB01327
D012640,DB01413
D012640,DB00493
D012640,DB01150
D012640,DB00438
D012640,DB01212
D012640,DB00482
D012640,DB00403
D012640,DB00341
D012640,DB00475
D012640,DB01161
D012640,DB00608
D012640,DB01114
D012640,DB00477
D012640,DB00501
D012640,DB00568
D012640,DB00827
D012640,DB00537
D012640,DB00515
D012640,DB00215
D012640,DB01211
D012640,DB01190
D012640,DB00349
D012640,DB01242
D012640,DB01068
D012640,DB00575
D012640,DB00363
D012640,DB00907
D012640,DB00318
D012640,DB01394
D012640,DB09130
D012640,DB09131
D012640,DB11672
D012640,DB00979
D012640,DB00531
D012640,DB00260
D012640,DB00091
D012640,DB00606
D012640,DB00434
D012640,DB00987
D012640,DB00970
D012640,DB01219
D012640,DB00250
D012640,DB00694
D012640,DB01245
D012640,DB00746
D012640,DB01189
D012640,DB01151
D012640,DB01234
D012640,DB01576
D012640,DB00514
D012640,DB00829
D012640,DB00586
D012640,DB01396
D012640,DB00390
D012640,DB00343
D012640,DB01093
D012640,DB12789
D012640,DB00917
D012640,DB01075
D012640,DB00280
D012640,DB00822
D012640,DB00841
D012640,DB00843
D012640,DB00988
D012640,DB01142
D012640,DB00470
D012640,DB00450
D012640,DB06262
D012640,DB00584
D012640,DB00228
D012640,DB00467
D012640,DB01364
D012640,DB00668
D012640,DB00696
D012640,DB00199
D012640,DB09119
D012640,DB00783
D012640,DB00898
D012640,DB00593
D012640,DB00292
D012640,DB00773
D012640,DB04953
D012640,DB00927
D012640,DB00949
D012640,DB01023
D012640,DB00574
D012640,DB01039
D012640,DB01288
D012640,DB00813
D012640,DB00950
D012640,DB01195
D012640,DB00196
D012640,DB01205
D012640,DB04841
D012640,DB01544
D012640,DB00693
D012640,DB00544
D012640,DB00472
D012640,DB00623
D012640,DB00690
D012640,DB00499
D012640,DB01095
D012640,DB00176
D012640,DB00158
D012640,DB00529
D012640,DB00828
D012640,DB00492
D012640,DB01320
D012640,DB00996
D012640,DB00674
D012640,DB00483
D012640,DB02530
D012640,DB05087
D012640,DB01004
D012640,DB00441
D012640,DB08964
D012640,DB00143
D012640,DB01437
D012640,DB01016
D012640,DB00502
D012640,DB01159
D012640,DB01109
D012640,DB05381
D012640,DB04864
D012640,DB01275
D012640,DB00741
D012640,DB00327
D012640,DB01611
D012640,DB00557
D012640,DB01050
D012640,DB01181
D012640,DB01598
D012640,DB00458
D012640,DB00328
D012640,DB00753
D012640,DB00677
D012640,DB00951
D012640,DB01221
D012640,DB01026
D012640,DB01009
D012640,DB00920
D012640,DB04398
D012640,DB00555
D012640,DB01006
D012640,DB00848
D012640,DB01202
D012640,DB01002
D012640,DB01235
D012640,DB00281
D012640,DB00589
D012640,DB14509
D012640,DB00978
D012640,DB00836
D012640,DB00186
D012640,DB00408
D012640,DB09212
D012640,DB00653
D012640,DB00934
D012640,DB00657
D012640,DB00939
D012640,DB00784
D012640,DB00358
D012640,DB01065
D012640,DB01043
D012640,DB00454
D012640,DB01365
D012640,DB00961
D012640,DB00371
D012640,DB01033
D012640,DB00760
D012640,DB00933
D012640,DB13520
D012640,DB00331
D012640,DB00763
D012640,DB00134
D012640,DB00423
D012640,DB00474
D012640,DB00563
D012640,DB01403
D012640,DB00723
D012640,DB05246
D012640,DB00968
D012640,DB00422
D012640,DB00959
D012640,DB01233
D012640,DB00524
D012640,DB00916
D012640,DB01011
D012640,DB00379
D012640,DB06148
D012640,DB01110
D012640,DB00683
D012640,DB00834
D012640,DB00745
D012640,DB00295
D012640,DB00607
D012640,DB01183
D012640,DB00704
D012640,DB00220
D012640,DB01400
D012640,DB00184
D012640,DB01115
D012640,DB04743
D012640,DB00393
D012640,DB01595
D012640,DB01054
D012640,DB00435
D012640,DB00727
D012640,DB00325
D012640,DB00585
D012640,DB04821
D012640,DB00368
D012640,DB01059
D012640,DB00540
D012640,DB01165
D012640,DB00334
D012640,DB00338
D012640,DB00904
D012640,DB01092
D012640,DB00713
D012640,DB00621
D012640,DB00842
D012640,DB00776
D012640,DB01062
D012640,DB00497
D012640,DB09140
D012640,DB00935
D012640,DB00107
D012640,DB01229
D012640,DB01337
D012640,DB01626
D012640,DB00715
D012640,DB00487
D012640,DB00652
D012640,DB00312
D012640,DB00806
D012640,DB08883
D012640,DB01186
D012640,DB04930
D012640,DB00850
D012640,DB01121
D012640,DB00780
D012640,DB00914
D012640,DB01620
D012640,DB01174
D012640,DB00692
D012640,DB00812
D012640,DB00388
D012640,DB00397
D012640,DB00252
D012640,DB00981
D012640,DB01085
D012640,DB01100
D012640,DB00319
D012640,DB00670
D012640,DB00761
D012640,DB00733
D012640,DB00457
D012640,DB00635
D012640,DB00230
D012640,DB00750
D012640,DB00794
D012640,DB00721
D012640,DB00433
D012640,DB00387
D012640,DB00392
D012640,DB00396
D012640,DB01069
D012640,DB00818
D012640,DB00571
D012640,DB01839
D012640,DB00550
D012640,DB00852
D012640,DB00114
D012640,DB00165
D012640,DB00205
D012640,DB00468
D012640,DB00863
D012640,DB00899
D012640,DB00206
D012640,DB00740
D012640,DB00478
D012640,DB06155
D012640,DB00734
D012640,DB00533
D012640,DB00296
D012640,DB06201
D012640,DB00936
D012640,DB00747
D012640,DB00418
D012640,DB01037
D012640,DB01104
D012640,DB01236
D012640,DB00877
D012640,DB09072
D012640,DB01208
D012640,DB00421
D012640,DB09118
D012640,DB00202
D012640,DB00708
D012640,DB01299
D012640,DB00795
D012640,DB00263
D012640,DB00605
D012640,DB00391
D012640,DB00382
D012640,DB00864
D012640,DB00675
D012640,DB00706
D012640,DB01956
D012640,DB09256
D012640,DB00871
D012640,DB09085
D012640,DB00277
D012640,DB00152
D012640,DB01154
D012640,DB00599
D012640,DB00679
D012640,DB00906
D012640,DB00697
D012640,DB01056
D012640,DB00273
D012640,DB00193
D012640,DB00302
D012640,DB00752
D012640,DB00656
D012640,DB00897
D012640,DB00831
D012640,DB00376
D012640,DB00347
D012640,DB00726
D012640,DB00792
D012640,DB01199
D012640,DB00313
D012640,DB00661
D012640,DB01080
D012640,DB00570
D012640,DB00541
D012640,DB00682
D012640,DB01392
D012640,DB00962
D012640,DB00495
D012640,DB01593
D012640,DB00246
D012640,DB00425
D012640,DB00909
D003294,DB00564
D003294,DB00829
D003294,DB01595
D003294,DB00435
D003294,DB01174
D003294,DB00252
D003294,DB00794
D003294,DB00313
D012678,DB00188
D012678,DB00297
D012678,DB06774
D012678,DB00515
D012678,DB00907
D012678,DB00531
D012678,DB00987
D012678,DB00343
D012678,DB00584
D012678,DB00813
D012678,DB00472
D012678,DB00848
D012678,DB00281
D012678,DB14123
D012678,DB00563
D012678,DB00264
D012678,DB01229
D012678,DB00708
D012678,DB00541
D012791,DB00687
D012791,DB01235
D012851,DB01406
D012851,DB00304
D012851,DB00783
D012851,DB00294
D012851,DB00158
D012851,DB01109
D012851,DB01177
D012851,DB01033
D012851,DB08804
D012851,DB00396
D012851,DB00675
D012851,DB01041
D012851,DB00302
D012851,DB00755
D012851,DB00682
D020182,DB00819
D020182,DB00633
D020182,DB00333
D020182,DB00295
D020182,DB01092
D020182,DB01069
D020181,DB00439
D020181,DB01068
D020181,DB00584
D020181,DB00471
D020181,DB00295
D020181,DB01174
D020181,DB00981
D020181,DB01069
D020181,DB00421
D020181,DB00624
D020181,DB13944
D020181,DB00744
D012891,DB00318
D012891,DB00690
D012891,DB13867
D012891,DB00370
D012891,DB00388
D012891,DB00981
D012891,DB01069
D012891,DB00202
D020186,DB01200
D020186,DB00490
D020186,DB00215
D020186,DB00472
D020186,DB00996
D020186,DB01235
D020186,DB00422
D020186,DB00715
D020186,DB01104
D012892,DB00297
D012892,DB00201
D012892,DB00907
D012892,DB01576
D012892,DB00668
D012892,DB00458
D012892,DB00745
D012892,DB00295
D012892,DB00656
D020178,DB00502
D020178,DB01065
D020178,DB00780
D020178,DB00752
D020919,DB00502
D020919,DB00334
D007319,DB00787
D007319,DB00404
D007319,DB06288
D007319,DB00321
D007319,DB00714
D007319,DB01238
D007319,DB00335
D007319,DB00810
D007319,DB01200
D007319,DB01156
D007319,DB00490
D007319,DB00201
D007319,DB00341
D007319,DB00477
D007319,DB00215
D007319,DB01211
D007319,DB01242
D007319,DB01068
D007319,DB00575
D007319,DB00907
D007319,DB01406
D007319,DB00250
D007319,DB01151
D007319,DB00304
D007319,DB01234
D007319,DB01191
D007319,DB01576
D007319,DB00514
D007319,DB00829
D007319,DB00937
D007319,DB00343
D007319,DB01075
D007319,DB01142
D007319,DB00625
D007319,DB01215
D007319,DB00783
D007319,DB00402
D007319,DB00574
D007319,DB01544
D007319,DB00472
D007319,DB00690
D007319,DB00176
D007319,DB00502
D007319,DB00458
D007319,DB01247
D007319,DB00555
D007319,DB00007
D007319,DB01235
D007319,DB14509
D007319,DB00186
D007319,DB13872
D007319,DB00227
D007319,DB00579
D007319,DB00358
D007319,DB01065
D007319,DB01365
D007319,DB00333
D007319,DB00563
D007319,DB01403
D007319,DB00422
D007319,DB01233
D007319,DB00916
D007319,DB00379
D007319,DB00683
D007319,DB04896
D007319,DB01017
D007319,DB00370
D007319,DB01171
D007319,DB06230
D007319,DB00704
D007319,DB00184
D007319,DB00540
D007319,DB01165
D007319,DB00334
D007319,DB01250
D007319,DB00935
D007319,DB01192
D007319,DB00715
D007319,DB00022
D007319,DB01186
D007319,DB00850
D007319,DB00780
D007319,DB00191
D007319,DB01324
D007319,DB00860
D007319,DB00635
D007319,DB01035
D007319,DB00571
D007319,DB01589
D007319,DB00980
D007319,DB00234
D007319,DB00734
D007319,DB00268
D007319,DB01037
D007319,DB06144
D007319,DB01104
D007319,DB01105
D007319,DB01348
D007319,DB00864
D007319,DB00675
D007319,DB00231
D007319,DB04844
D007319,DB01041
D007319,DB00679
D007319,DB00752
D007319,DB00656
D007319,DB00897
D007319,DB00831
D007319,DB00313
D007319,DB00962
D007319,DB00495
D007319,DB00425
D007319,DB01198
D012893,DB00819
D012893,DB00404
D012893,DB00915
D012893,DB00357
D012893,DB01118
D012893,DB00321
D012893,DB00182
D012893,DB09274
D012893,DB00335
D012893,DB00612
D012893,DB01200
D012893,DB01222
D012893,DB00921
D012893,DB01156
D012893,DB00201
D012893,DB00564
D012893,DB01136
D012893,DB00608
D012893,DB00537
D012893,DB00515
D012893,DB00215
D012893,DB01211
D012893,DB01242
D012893,DB01068
D012893,DB00575
D012893,DB00363
D012893,DB00907
D012893,DB00531
D012893,DB01151
D012893,DB01234
D012893,DB01576
D012893,DB00514
D012893,DB00843
D012893,DB01142
D012893,DB00824
D012893,DB00574
D012893,DB01544
D012893,DB00472
D012893,DB00623
D012893,DB00690
D012893,DB00176
D012893,DB00327
D012893,DB00808
D012893,DB00328
D012893,DB00951
D012893,DB01235
D012893,DB00722
D012893,DB14509
D012893,DB00455
D012893,DB00227
D012893,DB00358
D012893,DB01065
D012893,DB01043
D012893,DB00371
D012893,DB00333
D012893,DB00563
D012893,DB00968
D012893,DB00422
D012893,DB00959
D012893,DB00264
D012893,DB00683
D012893,DB00745
D012893,DB00295
D012893,DB01149
D012893,DB00184
D012893,DB01115
D012893,DB01595
D012893,DB00540
D012893,DB01165
D012893,DB01229
D012893,DB01186
D012893,DB00780
D012893,DB01174
D012893,DB00397
D012893,DB00252
D012893,DB00960
D012893,DB00818
D012893,DB00571
D012893,DB01589
D012893,DB00899
D012893,DB00206
D012893,DB00734
D012893,DB01236
D012893,DB00641
D012893,DB00675
D012893,DB00231
D012893,DB00277
D012893,DB00373
D012893,DB00656
D012893,DB00897
D012893,DB00313
D012893,DB11094
D012893,DB00425
D020922,DB00413
D020922,DB00468
D020922,DB00268
D058496,DB00734
D020886,DB00321
D020886,DB01248
D020886,DB00696
D020886,DB00996
D020886,DB01159
D020886,DB00458
D020886,DB01235
D020886,DB00247
D020886,DB00994
D020886,DB01229
D020886,DB01337
D020886,DB00541
D013009,DB00321
D013009,DB01351
D013009,DB01156
D013009,DB00477
D013009,DB01239
D013009,DB00537
D013009,DB00829
D013009,DB01075
D013009,DB00189
D013009,DB14509
D013009,DB00934
D013009,DB00422
D013009,DB00264
D013009,DB00334
D013009,DB00842
D013009,DB00715
D013009,DB00850
D013009,DB00344
D013009,DB00734
D013009,DB00418
D013009,DB00231
D013009,DB00679
D013009,DB00897
D013009,DB00425
D013035,DB03128
D013035,DB01001
D013035,DB00404
D013035,DB01616
D013035,DB01223
D013035,DB00181
D013035,DB01164
D013035,DB00403
D013035,DB01161
D013035,DB00477
D013035,DB00356
D013035,DB00907
D013035,DB00318
D013035,DB00924
D013035,DB01219
D013035,DB01234
D013035,DB00829
D013035,DB00343
D013035,DB01075
D013035,DB00696
D013035,DB09086
D013035,DB00813
D013035,DB04841
D013035,DB00544
D013035,DB00529
D013035,DB00040
D013035,DB01170
D013035,DB01109
D013035,DB00753
D013035,DB01221
D013035,DB00281
D013035,DB14509
D013035,DB00408
D013035,DB00784
D013035,DB01043
D013035,DB00454
D013035,DB00961
D013035,DB00333
D013035,DB01233
D013035,DB06148
D013035,DB00295
D013035,DB00844
D013035,DB01183
D013035,DB00788
D013035,DB01400
D013035,DB00184
D013035,DB01115
D013035,DB00727
D013035,DB00368
D013035,DB00904
D013035,DB00107
D013035,DB01113
D013035,DB00312
D013035,DB04930
D013035,DB00850
D013035,DB00780
D013035,DB00692
D013035,DB01085
D013035,DB00592
D013035,DB14500
D013035,DB00761
D013035,DB00750
D013035,DB00433
D013035,DB00818
D013035,DB00202
D013035,DB00708
D013035,DB00277
D013035,DB00599
D013035,DB00797
D013035,DB00376
D013036,DB00443
D013036,DB00349
D013036,DB01068
D013036,DB01234
D013036,DB00997
D013036,DB00920
D013036,DB01174
D013036,DB00635
D013036,DB00794
D013036,DB00277
D013036,DB00313
D013036,DB01080
D013064,DB00404
D013064,DB00321
D013064,DB00564
D013064,DB00501
D013064,DB00215
D013064,DB01242
D013064,DB01068
D013064,DB00363
D013064,DB00907
D013064,DB00746
D013064,DB00514
D013064,DB00829
D013064,DB00985
D013064,DB01075
D013064,DB00822
D013064,DB01248
D013064,DB00199
D013064,DB01221
D013064,DB01235
D013064,DB00281
D013064,DB14509
D013064,DB00186
D013064,DB00934
D013064,DB00333
D013064,DB00763
D013064,DB00563
D013064,DB01403
D013064,DB00422
D013064,DB01233
D013064,DB00916
D013064,DB00295
D013064,DB01595
D013064,DB00727
D013064,DB00334
D013064,DB00776
D013064,DB00850
D013064,DB01174
D013064,DB00252
D013064,DB00981
D013064,DB00794
D013064,DB00433
D013064,DB01129
D013064,DB00864
D013064,DB00372
D013064,DB01623
D013064,DB00313
D016137,DB00122
D016137,DB00184
D016137,DB00755
D016137,DB00313
D016137,DB00162
D016136,DB00134
D016136,DB00313
D013117,DB01185
D013117,DB01109
D013117,DB00281
D013117,DB00959
D013117,DB00295
D013117,DB00184
D013117,DB00860
D013117,DB09085
D013117,DB00620
D013117,DB00682
D013118,DB04115
D013118,DB00443
D013118,DB00188
D013118,DB00297
D013118,DB00262
D013118,DB11386
D013118,DB01161
D013118,DB00515
D013118,DB00575
D013118,DB09130
D013118,DB00531
D013118,DB00987
D013118,DB01234
D013118,DB00829
D013118,DB00997
D013118,DB00450
D013118,DB00158
D013118,DB00756
D013118,DB01167
D013118,DB00709
D013118,DB00281
D013118,DB00333
D013118,DB00134
D013118,DB00563
D013118,DB00959
D013118,DB00295
D013118,DB00435
D013118,DB01229
D013118,DB00860
D013118,DB00296
D013118,DB00649
D013118,DB00313
D013118,DB00661
D013118,DB00361
D013118,DB00682
D013118,DB00495
D013119,DB01076
D013119,DB00181
D013119,DB00297
D013119,DB09061
D013119,DB00813
D013119,DB00328
D013119,DB00281
D013119,DB00959
D013119,DB01017
D013119,DB00471
D013119,DB01183
D013119,DB09140
D013119,DB00396
D013119,DB00296
D013119,DB00412
D013119,DB00641
D013119,DB00675
D013119,DB00277
D013119,DB00744
D020760,DB00335
