,Drug,Disease
3466,DB14509,D004832
3467,DB01183,D004832
3468,DB00776,D004832
3469,DB01174,D004832
3470,DB00252,D004832
3471,DB01085,D004832
3472,DB00794,D004832
3473,DB00396,D004832
3474,DB00420,D004832
3475,DB00740,D004832
3476,DB09072,D004832
3477,DB00347,D004832
3478,DB00313,D004832
3479,DB01080,D004832
3480,DB01080,D020936
3481,DB00564,D017029
3482,DB01068,D017029
3483,DB00363,D017029
3484,DB00829,D017029
3485,DB00996,D017029
3486,DB00555,D017029
3487,DB01202,D017029
3488,DB00563,D017029
3489,DB00776,D017029
3490,DB01174,D017029
3491,DB00252,D017029
3492,DB00794,D017029
3493,DB00906,D017029
3494,DB00273,D017029
3495,DB00656,D017029
3496,DB00313,D017029
3497,DB01080,D017029
3498,DB00909,D017029
3499,DB00564,D004829
3500,DB00363,D004829
3501,DB00829,D004829
3502,DB00555,D004829
3503,DB00186,D004829
3504,DB01183,D004829
3505,DB01174,D004829
3506,DB00252,D004829
3507,DB00860,D004829
3508,DB00230,D004829
3509,DB00818,D004829
3510,DB01154,D004829
3511,DB00656,D004829
3512,DB00313,D004829
3513,DB00495,D004829
3514,DB00949,D020195
3515,DB00313,D020195
3516,DB00564,D019305
3517,DB00349,D019305
3518,DB00273,D019305
3519,DB00313,D019305
3520,DB06774,D004833
3521,DB00564,D004833
3522,DB01068,D004833
3523,DB00555,D004833
3524,DB01202,D004833
3525,DB00603,D004833
3526,DB00563,D004833
3527,DB01174,D004833
3528,DB00252,D004833
3529,DB01085,D004833
3530,DB00794,D004833
3531,DB00864,D004833
3532,DB00273,D004833
3533,DB00313,D004833
3534,DB01080,D004833
3535,DB00316,D004830
3536,DB00787,D004830
3537,DB00640,D004830
3538,DB01223,D004830
3539,DB00321,D004830
3540,DB00572,D004830
3541,DB00835,D004830
3542,DB00297,D004830
3543,DB01156,D004830
3544,DB00490,D004830
3545,DB00201,D004830
3546,DB00564,D004830
3547,DB00578,D004830
3548,DB00438,D004830
3549,DB01161,D004830
3550,DB00608,D004830
3551,DB00477,D004830
3552,DB00501,D004830
3553,DB00537,D004830
3554,DB00215,D004830
3555,DB00349,D004830
3556,DB01242,D004830
3557,DB01068,D004830
3558,DB00575,D004830
3559,DB00363,D004830
3560,DB00907,D004830
3561,DB00979,D004830
3562,DB00746,D004830
3563,DB00829,D004830
3564,DB00586,D004830
3565,DB12789,D004830
3566,DB00822,D004830
3567,DB01184,D004830
3568,DB00228,D004830
3569,DB00467,D004830
3570,DB04880,D004830
3571,DB01364,D004830
3572,DB00668,D004830
3573,DB00303,D004830
3574,DB00199,D004830
3575,DB00898,D004830
3576,DB00593,D004830
3577,DB00292,D004830
3578,DB00813,D004830
3579,DB00529,D004830
3580,DB01320,D004830
3581,DB00996,D004830
3582,DB00502,D004830
3583,DB01109,D004830
3584,DB00327,D004830
3585,DB00458,D004830
3586,DB00555,D004830
3587,DB01202,D004830
3588,DB01002,D004830
3589,DB00281,D004830
3590,DB14509,D004830
3591,DB00934,D004830
3592,DB00643,D004830
3593,DB00358,D004830
3594,DB00454,D004830
3595,DB00474,D004830
3596,DB00563,D004830
3597,DB01403,D004830
3598,DB00422,D004830
3599,DB00959,D004830
3600,DB00916,D004830
3601,DB00683,D004830
3602,DB00295,D004830
3603,DB01183,D004830
3604,DB00540,D004830
3605,DB01173,D004830
3606,DB00776,D004830
3607,DB00715,D004830
3608,DB00487,D004830
3609,DB00652,D004830
3610,DB00780,D004830
3611,DB01174,D004830
3612,DB00925,D004830
3613,DB00397,D004830
3614,DB00252,D004830
3615,DB01085,D004830
3616,DB01100,D004830
3617,DB00733,D004830
3618,DB00635,D004830
3619,DB00794,D004830
3620,DB00721,D004830
3621,DB01131,D004830
3622,DB00818,D004830
3623,DB00114,D004830
3624,DB00468,D004830
3625,DB00296,D004830
3626,DB01104,D004830
3627,DB00202,D004830
3628,DB00864,D004830
3629,DB09085,D004830
3630,DB00277,D004830
3631,DB01154,D004830
3632,DB00599,D004830
3633,DB00273,D004830
3634,DB00302,D004830
3635,DB00726,D004830
3636,DB00313,D004830
3637,DB00541,D004830
3638,DB00909,D004830
3639,DB00564,D004948
3640,DB00537,D004948
3641,DB14509,D004948
3642,DB00186,D004948
3643,DB00334,D004948
3644,DB00747,D004948
3645,DB00714,D020329
3646,DB00181,D020329
3647,DB00564,D020329
3648,DB00898,D020329
3649,DB00996,D020329
3650,DB00794,D020329
3651,DB00571,D020329
3652,DB09072,D020329
3653,DB00277,D020329
3654,DB00656,D020329
3655,DB00313,D020329
3656,DB00909,D020329
3657,DB00829,D005099
3658,DB00186,D005099
3659,DB01392,D005099
3660,DB00819,D005131
3661,DB00513,D005131
3662,DB01718,D005131
3663,DB03619,D005131
3664,DB00586,D005131
3665,DB03085,D005131
3666,DB04398,D005131
3667,DB05018,D000795
3668,DB00907,D005151
3669,DB00787,D005155
3670,DB01075,D005155
3671,DB00929,D005155
3672,DB00698,D005155
3673,DB01229,D005155
3674,DB01113,D005155
3675,DB00433,D005155
3676,DB00165,D005155
3677,DB00541,D005155
3678,DB00361,D005155
3679,DB00281,D020220
3680,DB00860,D020220
3681,DB00564,D005156
3682,DB00518,D005158
3683,DB00297,D005158
3684,DB00091,D005158
3685,DB00987,D005158
3686,DB00822,D005158
3687,DB00281,D005158
3688,DB14509,D005158
3689,DB00563,D005158
3690,DB00834,D005158
3691,DB00929,D005158
3692,DB00338,D005158
3693,DB01229,D005158
3694,DB01113,D005158
3695,DB00850,D005158
3696,DB00252,D005158
3697,DB01041,D005158
3698,DB00541,D005158
3699,DB00361,D005158
3700,DB00802,D005207
3701,DB00572,D005207
3702,DB00565,D005207
3703,DB01219,D005207
3704,DB00829,D005207
3705,DB01093,D005207
3706,DB00843,D005207
3707,DB00483,D005207
3708,DB00753,D005207
3709,DB00281,D005207
3710,DB00653,D005207
3711,DB01043,D005207
3712,DB00683,D005207
3713,DB01226,D005207
3714,DB01337,D005207
3715,DB00252,D005207
3716,DB00981,D005207
3717,DB00818,D005207
3718,DB00899,D005207
3719,DB00728,D005207
3720,DB00202,D005207
3721,DB00605,D005207
3722,DB00871,D005207
3723,DB00599,D005207
3724,DB01199,D005207
3725,DB00661,D005207
3726,DB00668,D015673
3727,DB00252,D015673
3728,DB01418,D020428
3729,DB00297,D020428
3730,DB01225,D020428
3731,DB01109,D020428
3732,DB00498,D020428
3733,DB00296,D020428
3734,DB00682,D020428
3735,DB00482,D005356
3736,DB00924,D005356
3737,DB01221,D005356
3738,DB00281,D005356
3739,DB04896,D005356
3740,DB00704,D005356
3741,DB01174,D005356
3742,DB00960,D005356
3743,DB00230,D005356
3744,DB00193,D005356
3745,DB00162,D005356
3746,DB01017,D005600
3747,DB00443,D005621
3748,DB00515,D005621
3749,DB01592,D005621
3750,DB09282,D005621
3751,DB00334,D057180
3752,DB00734,D057180
3753,DB02546,D057180
3754,DB01182,D020235
3755,DB00564,D020234
3756,DB00446,D020234
3757,DB01248,D020234
3758,DB00848,D020234
3759,DB00281,D020234
3760,DB14509,D020234
3761,DB00934,D020234
3762,DB00358,D020234
3763,DB00961,D020234
3764,DB00916,D020234
3765,DB00252,D020234
3766,DB00679,D020234
3767,DB01623,D020234
3768,DB00273,D020234
3769,DB00897,D020234
3770,DB00313,D020234
3771,DB00661,D020234
3772,DB00541,D020234
3773,DB01118,D020233
3774,DB00543,D020233
3775,DB00182,D020233
3776,DB00207,D020233
3777,DB01200,D020233
3778,DB00564,D020233
3779,DB00608,D020233
3780,DB00604,D020233
3781,DB00215,D020233
3782,DB01075,D020233
3783,DB00822,D020233
3784,DB06262,D020233
3785,DB00472,D020233
3786,DB00677,D020233
3787,DB01221,D020233
3788,DB01235,D020233
3789,DB14509,D020233
3790,DB00653,D020233
3791,DB00331,D020233
3792,DB00333,D020233
3793,DB00563,D020233
3794,DB00968,D020233
3795,DB01233,D020233
3796,DB00916,D020233
3797,DB00370,D020233
3798,DB01229,D020233
3799,DB00715,D020233
3800,DB00252,D020233
3801,DB00413,D020233
3802,DB00641,D020233
3803,DB00864,D020233
3804,DB11699,D020233
3805,DB00313,D020233
3806,DB01080,D020233
3807,DB00541,D020233
3808,DB00163,D020233
3809,DB06283,D020233
3810,DB00419,D005776
3811,DB00682,D005776
3812,DB00819,D005862
3813,DB00993,D013700
3814,DB00584,D013700
3815,DB00696,D013700
3816,DB00959,D013700
3817,DB00860,D013700
3818,DB00635,D013700
3819,DB00541,D020435
3820,DB01200,D049912
3821,DB00515,D020275
3822,DB00242,D020275
3823,DB01394,D020275
3824,DB00531,D020275
3825,DB00091,D020275
3826,DB00987,D020275
3827,DB00441,D020275
3828,DB00175,D020275
3829,DB00641,D020275
3830,DB00316,D006212
3831,DB00787,D006212
3832,DB00404,D006212
3833,DB00915,D006212
3834,DB00513,D006212
3835,DB00321,D006212
3836,DB00543,D006212
3837,DB01060,D006212
3838,DB00182,D006212
3839,DB00714,D006212
3840,DB00126,D006212
3841,DB00572,D006212
3842,DB00181,D006212
3843,DB01200,D006212
3844,DB00835,D006212
3845,DB00921,D006212
3846,DB01156,D006212
3847,DB00490,D006212
3848,DB00201,D006212
3849,DB00564,D006212
3850,DB00190,D006212
3851,DB00438,D006212
3852,DB00482,D006212
3853,DB00475,D006212
3854,DB00608,D006212
3855,DB00477,D006212
3856,DB01239,D006212
3857,DB01340,D006212
3858,DB00501,D006212
3859,DB00537,D006212
3860,DB00215,D006212
3861,DB01211,D006212
3862,DB01242,D006212
3863,DB01068,D006212
3864,DB00575,D006212
3865,DB00758,D006212
3866,DB00363,D006212
3867,DB00907,D006212
3868,DB01176,D006212
3869,DB00924,D006212
3870,DB00979,D006212
3871,DB00091,D006212
3872,DB00434,D006212
3873,DB00987,D006212
3874,DB01219,D006212
3875,DB00250,D006212
3876,DB00746,D006212
3877,DB01234,D006212
3878,DB01191,D006212
3879,DB01576,D006212
3880,DB00514,D006212
3881,DB00829,D006212
3882,DB00390,D006212
3883,DB00343,D006212
3884,DB00985,D006212
3885,DB01075,D006212
3886,DB00975,D006212
3887,DB00822,D006212
3888,DB00561,D006212
3889,DB01142,D006212
3890,DB00470,D006212
3891,DB00450,D006212
3892,DB00494,D006212
3893,DB01364,D006212
3894,DB00199,D006212
3895,DB00898,D006212
3896,DB01077,D006212
3897,DB00927,D006212
3898,DB00574,D006212
3899,DB00813,D006212
3900,DB01195,D006212
3901,DB00472,D006212
3902,DB00690,D006212
3903,DB00176,D006212
3904,DB01320,D006212
3905,DB01004,D006212
3906,DB01437,D006212
3907,DB01018,D006212
3908,DB00502,D006212
3909,DB00956,D006212
3910,DB01181,D006212
3911,DB00458,D006212
3912,DB00328,D006212
3913,DB00753,D006212
3914,DB00951,D006212
3915,DB00883,D006212
3916,DB01167,D006212
3917,DB01221,D006212
3918,DB00555,D006212
3919,DB00448,D006212
3920,DB01235,D006212
3921,DB00281,D006212
3922,DB00589,D006212
3923,DB14509,D006212
3924,DB00186,D006212
3925,DB00934,D006212
3926,DB00737,D006212
3927,DB00358,D006212
3928,DB01065,D006212
3929,DB01043,D006212
3930,DB00454,D006212
3931,DB01365,D006212
3932,DB00333,D006212
3933,DB01403,D006212
3934,DB00968,D006212
3935,DB00422,D006212
3936,DB00959,D006212
3937,DB00247,D006212
3938,DB01233,D006212
3939,DB00264,D006212
3940,DB00916,D006212
3941,DB06148,D006212
3942,DB00683,D006212
3943,DB01171,D006212
3944,DB00745,D006212
3945,DB00680,D006212
3946,DB00295,D006212
3947,DB00486,D006212
3948,DB01183,D006212
3949,DB00704,D006212
3950,DB00238,D006212
3951,DB01595,D006212
3952,DB00325,D006212
3953,DB01059,D006212
3954,DB00540,D006212
3955,DB01165,D006212
3956,DB00334,D006212
3957,DB00338,D006212
3958,DB01173,D006212
3959,DB01580,D006212
3960,DB01062,D006212
3961,DB00497,D006212
3962,DB00595,D006212
3963,DB01229,D006212
3964,DB00715,D006212
3965,DB00652,D006212
3966,DB00806,D006212
3967,DB01186,D006212
3968,DB00850,D006212
3969,DB01579,D006212
3970,DB00780,D006212
3971,DB00191,D006212
3972,DB00397,D006212
3973,DB00252,D006212
3974,DB00981,D006212
3975,DB01085,D006212
3976,DB00960,D006212
3977,DB00319,D006212
3978,DB01324,D006212
3979,DB00457,D006212
3980,DB00860,D006212
3981,DB00635,D006212
3982,DB00794,D006212
3983,DB01035,D006212
3984,DB00721,D006212
3985,DB01069,D006212
3986,DB00818,D006212
3987,DB00571,D006212
3988,DB00863,D006212
3989,DB01367,D006212
3990,DB00409,D006212
3991,DB00734,D006212
3992,DB00268,D006212
3993,DB00747,D006212
3994,DB01037,D006212
3995,DB01104,D006212
3996,DB00605,D006212
3997,DB00391,D006212
3998,DB00864,D006212
3999,DB00231,D006212
4000,DB01041,D006212
4001,DB00277,D006212
4002,DB00679,D006212
4003,DB01623,D006212
4004,DB01607,D006212
4005,DB00373,D006212
4006,DB01056,D006212
4007,DB00273,D006212
4008,DB00193,D006212
4009,DB00752,D006212
4010,DB00656,D006212
4011,DB00897,D006212
4012,DB00376,D006212
4013,DB00792,D006212
4014,DB00313,D006212
4015,DB00661,D006212
4016,DB00541,D006212
4017,DB11094,D006212
4018,DB00582,D006212
4019,DB06283,D006212
4020,DB01593,D006212
4021,DB00246,D006212
4022,DB00425,D006212
4023,DB00909,D006212
4024,DB00316,D020773
4025,DB01118,D020773
4026,DB00833,D020773
4027,DB00328,D020773
4028,DB00447,D020773
4029,DB00776,D020773
4030,DB00819,D051270
4031,DB00321,D051270
4032,DB00584,D051270
4033,DB00696,D051270
4034,DB14509,D051270
4035,DB01233,D051270
4036,DB00435,D051270
4037,DB00727,D051270
4038,DB00368,D051270
4039,DB00669,D051271
4040,DB01109,D016489
4041,DB06151,D006311
4042,DB00479,D006311
4043,DB00321,D006311
4044,DB00207,D006311
4045,DB00297,D006311
4046,DB00564,D006311
4047,DB00493,D006311
4048,DB01212,D006311
4049,DB01112,D006311
4050,DB00608,D006311
4051,DB00501,D006311
4052,DB00515,D006311
4053,DB00907,D006311
4054,DB00531,D006311
4055,DB00091,D006311
4056,DB00746,D006311
4057,DB00861,D006311
4058,DB00997,D006311
4059,DB00695,D006311
4060,DB00951,D006311
4061,DB01172,D006311
4062,DB00281,D006311
4063,DB00994,D006311
4064,DB00955,D006311
4065,DB00435,D006311
4066,DB00540,D006311
4067,DB01229,D006311
4068,DB01421,D006311
4069,DB00252,D006311
4070,DB00339,D006311
4071,DB00468,D006311
4072,DB01045,D006311
4073,DB00296,D006311
4074,DB01082,D006311
4075,DB00541,D006311
4076,DB06151,D034381
4077,DB00459,D034381
4078,DB01143,D034381
4079,DB00479,D034381
4080,DB00321,D034381
4081,DB00182,D034381
4082,DB00415,D034381
4083,DB00207,D034381
4084,DB00887,D034381
4085,DB00297,D034381
4086,DB06774,D034381
4087,DB00389,D034381
4088,DB00262,D034381
4089,DB01212,D034381
4090,DB01112,D034381
4091,DB00608,D034381
4092,DB00515,D034381
4093,DB00907,D034381
4094,DB00531,D034381
4095,DB00987,D034381
4096,DB00746,D034381
4097,DB01234,D034381
4098,DB00900,D034381
4099,DB01093,D034381
4100,DB00997,D034381
4101,DB00668,D034381
4102,DB00773,D034381
4103,DB00472,D034381
4104,DB00452,D034381
4105,DB00695,D034381
4106,DB00956,D034381
4107,DB00741,D034381
4108,DB01611,D034381
4109,DB01181,D034381
4110,DB00951,D034381
4111,DB01172,D034381
4112,DB00465,D034381
4113,DB01206,D034381
4114,DB00358,D034381
4115,DB01065,D034381
4116,DB00134,D034381
4117,DB00994,D034381
4118,DB00955,D034381
4119,DB00435,D034381
4120,DB01421,D034381
4121,DB00319,D034381
4122,DB02925,D034381
4123,DB00554,D034381
4124,DB00860,D034381
4125,DB00635,D034381
4126,DB00750,D034381
4127,DB00908,D034381
4128,DB00468,D034381
4129,DB00936,D034381
4130,DB01082,D034381
4131,DB00605,D034381
4132,DB01041,D034381
4133,DB00313,D034381
4134,DB00541,D034381
4135,DB00479,D006312
4136,DB00188,D006312
4137,DB01200,D006312
4138,DB00493,D006312
4139,DB00446,D006312
4140,DB01211,D006312
4141,DB00907,D006312
4142,DB01406,D006312
4143,DB01219,D006312
4144,DB00746,D006312
4145,DB00695,D006312
4146,DB01172,D006312
4147,DB00709,D006312
4148,DB00959,D006312
4149,DB00350,D006312
4150,DB00955,D006312
4151,DB00238,D006312
4152,DB01229,D006312
4153,DB00022,D006312
4154,DB00550,D006312
4155,DB00811,D006312
4156,DB00649,D006312
4157,DB01082,D006312
4158,DB00864,D006312
4159,DB01607,D006312
4160,DB01080,D006312
4161,DB00541,D006312
4162,DB00361,D006312
4163,DB00682,D006312
4164,DB00943,D006312
4165,DB00290,D006314
4166,DB00515,D006314
4167,DB00746,D006314
4168,DB01082,D006314
4169,DB00570,D006314
4170,DB00479,D006316
4171,DB00515,D006316
4172,DB00746,D006316
4173,DB01172,D006316
4174,DB00358,D006316
4175,DB00994,D006316
4176,DB01421,D006316
4177,DB00264,D046089
4178,DB00514,D006317
4179,DB00755,D006317
4180,DB00479,D006319
4181,DB00415,D006319
4182,DB00928,D006319
4183,DB00207,D006319
4184,DB09096,D006319
4185,DB01200,D006319
4186,DB00446,D006319
4187,DB00537,D006319
4188,DB00515,D006319
4189,DB01211,D006319
4190,DB01190,D006319
4191,DB00907,D006319
4192,DB09130,D006319
4193,DB00091,D006319
4194,DB01406,D006319
4195,DB01219,D006319
4196,DB00746,D006319
4197,DB00668,D006319
4198,DB00199,D006319
4199,DB00452,D006319
4200,DB00695,D006319
4201,DB01109,D006319
4202,DB01611,D006319
4203,DB01050,D006319
4204,DB00328,D006319
4205,DB01172,D006319
4206,DB00709,D006319
4207,DB00959,D006319
4208,DB00916,D006319
4209,DB00788,D006319
4210,DB00994,D006319
4211,DB00955,D006319
4212,DB00238,D006319
4213,DB01229,D006319
4214,DB01337,D006319
4215,DB01113,D006319
4216,DB01421,D006319
4217,DB00008,D006319
4218,DB00022,D006319
4219,DB00860,D006319
4220,DB00635,D006319
4221,DB00571,D006319
4222,DB00550,D006319
4223,DB00468,D006319
4224,DB00863,D006319
4225,DB00811,D006319
4226,DB00649,D006319
4227,DB01082,D006319
4228,DB00864,D006319
4229,DB00277,D006319
4230,DB00313,D006319
4231,DB00661,D006319
4232,DB01080,D006319
4233,DB00541,D006319
4234,DB00361,D006319
4235,DB00943,D006319
4236,DB00907,D003639
4237,DB01219,D003639
4238,DB00709,D003639
4239,DB00358,D003639
4240,DB00333,D003639
4241,DB00959,D003639
4242,DB00788,D003639
4243,DB00238,D003639
4244,DB00008,D003639
4245,DB00811,D003639
4246,DB00649,D003639
4247,DB00864,D003639
4248,DB00541,D003639
4249,DB00479,D046088
4250,DB00008,D046088
4251,DB00022,D046088
4252,DB00635,D046088
4253,DB00811,D046088
4254,DB09130,D020260
4255,DB00370,D020260
4256,DB01418,D006408
4257,DB00758,D006408
4258,DB00907,D006408
4259,DB01206,D006408
4260,DB01168,D006408
4261,DB00541,D006408
4262,DB00682,D006408
4263,DB00907,D020199
4264,DB01045,D020199
4265,DB00682,D020199
4266,DB00397,D046648
4267,DB01200,D006423
4268,DB00189,D006423
4269,DB01109,D006423
4270,DB00669,D006423
4271,DB00273,D006423
4272,DB00564,D019569
4273,DB00883,D019569
4274,DB00181,D006429
4275,DB00188,D006429
4276,DB00987,D006429
4277,DB01119,D006429
4278,DB02530,D006429
4279,DB01120,D006429
4280,DB00502,D006429
4281,DB00563,D006429
4282,DB00422,D006429
4283,DB00959,D006429
4284,DB00295,D006429
4285,DB01183,D006429
4286,DB00727,D006429
4287,DB01113,D006429
4288,DB00780,D006429
4289,DB00252,D006429
4290,DB00864,D006429
4291,DB00302,D006429
4292,DB00541,D006429
4293,DB00316,D006501
4294,DB06151,D006501
4295,DB01118,D006501
4296,DB00321,D006501
4297,DB01200,D006501
4298,DB00921,D006501
4299,DB00564,D006501
4300,DB00389,D006501
4301,DB00363,D006501
4302,DB00907,D006501
4303,DB04839,D006501
4304,DB00586,D006501
4305,DB08995,D006501
4306,DB00822,D006501
4307,DB01248,D006501
4308,DB00330,D006501
4309,DB01205,D006501
4310,DB00499,D006501
4311,DB00014,D006501
4312,DB01159,D006501
4313,DB00328,D006501
4314,DB00951,D006501
4315,DB01167,D006501
4316,DB00581,D006501
4317,DB00709,D006501
4318,DB01202,D006501
4319,DB00722,D006501
4320,DB14509,D006501
4321,DB00653,D006501
4322,DB00703,D006501
4323,DB00134,D006501
4324,DB00563,D006501
4325,DB01028,D006501
4326,DB00968,D006501
4327,DB00264,D006501
4328,DB00916,D006501
4329,DB01017,D006501
4330,DB00295,D006501
4331,DB01149,D006501
4332,DB00994,D006501
4333,DB00627,D006501
4334,DB01165,D006501
4335,DB01229,D006501
4336,DB01421,D006501
4337,DB00715,D006501
4338,DB01174,D006501
4339,DB00946,D006501
4340,DB00252,D006501
4341,DB01132,D006501
4342,DB00860,D006501
4343,DB00571,D006501
4344,DB00550,D006501
4345,DB00863,D006501
4346,DB01045,D006501
4347,DB00503,D006501
4348,DB00398,D006501
4349,DB00421,D006501
4350,DB00795,D006501
4351,DB00759,D006501
4352,DB00152,D006501
4353,DB00599,D006501
4354,DB00679,D006501
4355,DB00273,D006501
4356,DB00197,D006501
4357,DB00313,D006501
4358,DB00549,D006501
4359,DB01593,D006501
4360,DB00425,D006501
4361,DB09130,D006527
4362,DB09131,D006527
4363,DB01592,D006527
4364,DB01235,D006527
4365,DB00252,D006527
4366,DB00165,D006527
4367,DB00734,D006527
4368,DB01593,D006527
4369,DB14487,D006527
4370,DB11672,D015417
4371,DB00787,D016697
4372,DB00321,D006685
4373,DB01142,D006685
4374,DB00696,D006685
4375,DB00982,D006685
4376,DB00247,D006685
4377,DB08804,D006685
4378,DB00540,D006685
4379,DB01229,D006685
4380,DB00936,D006685
4381,DB00202,D006685
4382,DB00541,D006685
4383,DB00361,D006685
4384,DB00182,D016142
4385,DB09061,D016142
4386,DB00470,D016142
4387,DB00898,D016142
4388,DB00563,D016142
4389,DB00929,D016142
4390,DB00252,D016142
4391,DB06756,D006712
4392,DB00964,D006732
4393,DB00297,D006732
4394,DB00987,D006732
4395,DB00668,D006732
4396,DB00696,D006732
4397,DB00813,D006732
4398,DB01002,D006732
4399,DB00281,D006732
4400,DB00247,D006732
4401,DB00296,D006732
4402,DB00640,D006816
4403,DB00915,D006816
4404,DB01238,D006816
4405,DB09130,D006816
4406,DB00148,D006816
4407,DB00470,D006816
4408,DB01592,D006816
4409,DB00422,D006816
4410,DB01017,D006816
4411,DB00540,D006816
4412,DB00334,D006816
4413,DB00981,D006816
4414,DB01104,D006816
4415,DB00877,D006816
4416,DB04844,D006816
4417,DB11699,D006816
4418,DB00907,D006832
4419,DB00819,D006849
4420,DB00513,D006849
4421,DB00201,D006849
4422,DB00262,D006849
4423,DB00446,D006849
4424,DB00997,D006849
4425,DB00158,D006849
4426,DB00695,D006849
4427,DB01109,D006849
4428,DB00982,D006849
4429,DB00333,D006849
4430,DB00916,D006849
4431,DB00497,D006849
4432,DB00794,D006849
4433,DB00755,D006849
4434,DB00313,D006849
4435,DB00162,D006849
4436,DB00450,D012001
4437,DB00734,D012001
4438,DB00953,D012001
4439,DB00669,D012001
4440,DB00316,D006930
4441,DB00819,D006930
4442,DB00640,D006930
4443,DB00802,D006930
