,Drug,Disease
8966,DB00819,D011782
8967,DB00182,D011782
8968,DB00181,D011782
8969,DB00443,D011782
8970,DB00612,D011782
8971,DB01136,D011782
8972,DB00565,D011782
8973,DB00907,D011782
8974,DB01394,D011782
8975,DB00987,D011782
8976,DB01234,D011782
8977,DB00586,D011782
8978,DB00822,D011782
8979,DB00470,D011782
8980,DB00228,D011782
8981,DB01039,D011782
8982,DB00695,D011782
8983,DB01159,D011782
8984,DB01109,D011782
8985,DB01050,D011782
8986,DB00281,D011782
8987,DB00653,D011782
8988,DB00563,D011782
8989,DB00959,D011782
8990,DB00698,D011782
8991,DB01337,D011782
8992,DB01174,D011782
8993,DB00421,D011782
8994,DB00541,D011782
8995,DB00652,D020425
8996,DB00682,D020425
8997,DB00321,D011843
8998,DB00297,D011843
8999,DB00564,D011843
9000,DB00987,D011843
9001,DB00813,D011843
9002,DB00741,D011843
9003,DB00281,D011843
9004,DB00961,D011843
9005,DB00563,D011843
9006,DB00959,D011843
9007,DB03128,D012021
9008,DB01430,D012021
9009,DB00572,D012021
9010,DB00810,D012021
9011,DB06774,D012021
9012,DB01212,D012021
9013,DB00608,D012021
9014,DB00477,D012021
9015,DB00215,D012021
9016,DB01242,D012021
9017,DB00575,D012021
9018,DB00363,D012021
9019,DB00907,D012021
9020,DB01394,D012021
9021,DB00531,D012021
9022,DB01396,D012021
9023,DB00822,D012021
9024,DB00997,D012021
9025,DB00696,D012021
9026,DB00898,D012021
9027,DB00813,D012021
9028,DB01109,D012021
9029,DB00328,D012021
9030,DB01247,D012021
9031,DB01172,D012021
9032,DB14509,D012021
9033,DB00657,D012021
9034,DB00814,D012021
9035,DB00454,D012021
9036,DB00563,D012021
9037,DB00968,D012021
9038,DB00422,D012021
9039,DB00247,D012021
9040,DB00916,D012021
9041,DB00683,D012021
9042,DB00295,D012021
9043,DB00184,D012021
9044,DB01115,D012021
9045,DB00698,D012021
9046,DB00338,D012021
9047,DB01229,D012021
9048,DB01337,D012021
9049,DB00715,D012021
9050,DB00312,D012021
9051,DB00780,D012021
9052,DB01174,D012021
9053,DB00925,D012021
9054,DB00252,D012021
9055,DB06809,D012021
9056,DB00818,D012021
9057,DB00571,D012021
9058,DB00550,D012021
9059,DB00863,D012021
9060,DB00206,D012021
9061,DB00747,D012021
9062,DB00428,D012021
9063,DB00675,D012021
9064,DB01041,D012021
9065,DB00656,D012021
9066,DB00313,D012021
9067,DB00570,D012021
9068,DB00541,D012021
9069,DB00309,D012021
9070,DB00162,D012021
9071,DB00163,D012021
9072,DB01392,D012021
9073,DB00297,D012019
9074,DB00136,D012019
9075,DB00575,D012019
9076,DB00907,D012019
9077,DB00668,D012019
9078,DB00696,D012019
9079,DB00609,D012019
9080,DB00996,D012019
9081,DB01170,D012019
9082,DB00951,D012019
9083,DB01221,D012019
9084,DB00281,D012019
9085,DB00333,D012019
9086,DB01115,D012019
9087,DB08439,D012019
9088,DB01174,D012019
9089,DB00635,D012019
9090,DB00418,D012019
9091,DB00877,D012019
9092,DB01083,D012035
9093,DB00564,D020187
9094,DB01242,D020187
9095,DB01068,D020187
9096,DB00363,D020187
9097,DB00472,D020187
9098,DB00176,D020187
9099,DB00715,D020187
9100,DB01104,D020187
9101,DB00425,D020187
9102,DB00181,D012133
9103,DB00297,D012133
9104,DB01164,D012133
9105,DB00668,D012133
9106,DB00281,D012133
9107,DB00772,D012133
9108,DB00961,D012133
9109,DB01183,D012133
9110,DB01400,D012133
9111,DB01337,D012133
9112,DB00312,D012133
9113,DB01035,D012133
9114,DB01082,D012133
9115,DB01041,D012133
9116,DB00277,D012133
9117,DB00599,D012133
9118,DB00541,D012133
9119,DB01156,D012148
9120,DB00248,D012148
9121,DB00201,D012148
9122,DB00215,D012148
9123,DB01190,D012148
9124,DB00363,D012148
9125,DB00514,D012148
9126,DB00647,D012148
9127,DB00472,D012148
9128,DB00996,D012148
9129,DB01592,D012148
9130,DB01235,D012148
9131,DB00653,D012148
9132,DB01403,D012148
9133,DB00370,D012148
9134,DB00334,D012148
9135,DB00776,D012148
9136,DB00497,D012148
9137,DB00715,D012148
9138,DB01186,D012148
9139,DB00413,D012148
9140,DB00230,D012148
9141,DB00571,D012148
9142,DB00268,D012148
9143,DB05271,D012148
9144,DB01104,D012148
9145,DB00273,D012148
9146,DB00193,D012148
9147,DB00586,D012202
9148,DB00313,D012202
9149,DB00819,D020225
9150,DB00513,D020225
9151,DB00564,D020225
9152,DB00985,D020225
9153,DB01109,D020225
9154,DB00563,D020225
9155,DB08804,D020225
9156,DB00669,D020225
9157,DB01101,D055948
9158,DB01234,D055948
9159,DB00328,D012585
9160,DB00784,D012585
9161,DB01403,D012585
9162,DB00959,D012585
9163,DB00295,D012585
9164,DB04115,D020426
9165,DB00188,D020426
9166,DB00921,D020426
9167,DB00515,D020426
9168,DB01065,D020426
9169,DB01229,D020426
9170,DB00738,D020426
9171,DB00652,D020426
9172,DB00498,D020426
9173,DB00230,D020426
9174,DB00541,D020426
9175,DB00682,D020426
9176,DB00608,D012607
9177,DB00907,D012607
9178,DB00746,D012607
9179,DB00822,D012607
9180,DB01364,D012607
9181,DB00668,D012607
9182,DB00330,D012607
9183,DB00158,D012607
9184,DB05260,D012607
9185,DB01109,D012607
9186,DB01611,D012607
9187,DB01029,D012607
9188,DB00951,D012607
9189,DB00465,D012607
9190,DB00563,D012607
9191,DB01229,D012607
9192,DB09130,D012608
9193,DB00435,D012608
9194,DB01593,D012608
9195,DB00316,D012640
9196,DB00819,D012640
9197,DB03128,D012640
9198,DB06151,D012640
9199,DB00787,D012640
9200,DB00640,D012640
9201,DB00518,D012640
9202,DB01001,D012640
9203,DB00802,D012640
9204,DB00918,D012640
9205,DB00404,D012640
9206,DB00915,D012640
9207,DB00479,D012640
9208,DB00594,D012640
9209,DB00513,D012640
9210,DB00855,D012640
9211,DB01223,D012640
9212,DB01118,D012640
9213,DB00321,D012640
9214,DB01351,D012640
9215,DB00543,D012640
9216,DB01060,D012640
9217,DB00182,D012640
9218,DB00415,D012640
9219,DB00714,D012640
9220,DB01238,D012640
9221,DB00126,D012640
9222,DB00335,D012640
9223,DB01076,D012640
9224,DB09059,D012640
9225,DB00572,D012640
9226,DB09121,D012640
9227,DB00993,D012640
9228,DB00972,D012640
9229,DB00355,D012640
9230,DB00181,D012640
9231,DB13746,D012640
9232,DB00810,D012640
9233,DB00290,D012640
9234,DB01558,D012640
9235,DB01200,D012640
9236,DB00297,D012640
9237,DB00921,D012640
9238,DB01156,D012640
9239,DB00490,D012640
9240,DB00201,D012640
9241,DB01164,D012640
9242,DB01744,D012640
9243,DB09061,D012640
9244,DB06774,D012640
9245,DB00564,D012640
9246,DB00578,D012640
9247,DB00190,D012640
9248,DB00262,D012640
9249,DB01327,D012640
9250,DB01413,D012640
9251,DB00493,D012640
9252,DB01150,D012640
9253,DB00438,D012640
9254,DB01212,D012640
9255,DB00482,D012640
9256,DB00403,D012640
9257,DB00341,D012640
9258,DB00475,D012640
9259,DB01161,D012640
9260,DB00608,D012640
9261,DB01114,D012640
9262,DB00477,D012640
9263,DB00501,D012640
9264,DB00568,D012640
9265,DB00827,D012640
9266,DB00537,D012640
9267,DB00515,D012640
9268,DB00215,D012640
9269,DB01211,D012640
9270,DB01190,D012640
9271,DB00349,D012640
9272,DB01242,D012640
9273,DB01068,D012640
9274,DB00575,D012640
9275,DB00363,D012640
9276,DB00907,D012640
9277,DB00318,D012640
9278,DB01394,D012640
9279,DB09130,D012640
9280,DB09131,D012640
9281,DB11672,D012640
9282,DB00979,D012640
9283,DB00531,D012640
9284,DB00260,D012640
9285,DB00091,D012640
9286,DB00606,D012640
9287,DB00434,D012640
9288,DB00987,D012640
9289,DB00970,D012640
9290,DB01219,D012640
9291,DB00250,D012640
9292,DB00694,D012640
9293,DB01245,D012640
9294,DB00746,D012640
9295,DB01189,D012640
9296,DB01151,D012640
9297,DB01234,D012640
9298,DB01576,D012640
9299,DB00514,D012640
9300,DB00829,D012640
9301,DB00586,D012640
9302,DB01396,D012640
9303,DB00390,D012640
9304,DB00343,D012640
9305,DB01093,D012640
9306,DB12789,D012640
9307,DB00917,D012640
9308,DB01075,D012640
9309,DB00280,D012640
9310,DB00822,D012640
9311,DB00841,D012640
9312,DB00843,D012640
9313,DB00988,D012640
9314,DB01142,D012640
9315,DB00470,D012640
9316,DB00450,D012640
9317,DB06262,D012640
9318,DB00584,D012640
9319,DB00228,D012640
9320,DB00467,D012640
9321,DB01364,D012640
9322,DB00668,D012640
9323,DB00696,D012640
9324,DB00199,D012640
9325,DB09119,D012640
9326,DB00783,D012640
9327,DB00898,D012640
9328,DB00593,D012640
9329,DB00292,D012640
9330,DB00773,D012640
9331,DB04953,D012640
9332,DB00927,D012640
9333,DB00949,D012640
9334,DB01023,D012640
9335,DB00574,D012640
9336,DB01039,D012640
9337,DB01288,D012640
9338,DB00813,D012640
9339,DB00950,D012640
9340,DB01195,D012640
9341,DB00196,D012640
9342,DB01205,D012640
9343,DB04841,D012640
9344,DB01544,D012640
9345,DB00693,D012640
9346,DB00544,D012640
9347,DB00472,D012640
9348,DB00623,D012640
9349,DB00690,D012640
9350,DB00499,D012640
9351,DB01095,D012640
9352,DB00176,D012640
9353,DB00158,D012640
9354,DB00529,D012640
9355,DB00828,D012640
9356,DB00492,D012640
9357,DB01320,D012640
9358,DB00996,D012640
9359,DB00674,D012640
9360,DB00483,D012640
9361,DB02530,D012640
9362,DB05087,D012640
9363,DB01004,D012640
9364,DB00441,D012640
9365,DB08964,D012640
9366,DB00143,D012640
9367,DB01437,D012640
9368,DB01016,D012640
9369,DB00502,D012640
9370,DB01159,D012640
9371,DB01109,D012640
9372,DB05381,D012640
9373,DB04864,D012640
9374,DB01275,D012640
9375,DB00741,D012640
9376,DB00327,D012640
9377,DB01611,D012640
9378,DB00557,D012640
9379,DB01050,D012640
9380,DB01181,D012640
9381,DB01598,D012640
9382,DB00458,D012640
9383,DB00328,D012640
9384,DB00753,D012640
9385,DB00677,D012640
9386,DB00951,D012640
9387,DB01221,D012640
9388,DB01026,D012640
9389,DB01009,D012640
9390,DB00920,D012640
9391,DB04398,D012640
9392,DB00555,D012640
9393,DB01006,D012640
9394,DB00848,D012640
9395,DB01202,D012640
9396,DB01002,D012640
9397,DB01235,D012640
9398,DB00281,D012640
9399,DB00589,D012640
9400,DB14509,D012640
9401,DB00978,D012640
9402,DB00836,D012640
9403,DB00186,D012640
9404,DB00408,D012640
9405,DB09212,D012640
9406,DB00653,D012640
9407,DB00934,D012640
9408,DB00657,D012640
9409,DB00939,D012640
9410,DB00784,D012640
9411,DB00358,D012640
9412,DB01065,D012640
9413,DB01043,D012640
9414,DB00454,D012640
9415,DB01365,D012640
9416,DB00961,D012640
9417,DB00371,D012640
9418,DB01033,D012640
9419,DB00760,D012640
9420,DB00933,D012640
9421,DB13520,D012640
9422,DB00331,D012640
9423,DB00763,D012640
9424,DB00134,D012640
9425,DB00423,D012640
9426,DB00474,D012640
9427,DB00563,D012640
9428,DB01403,D012640
9429,DB00723,D012640
9430,DB05246,D012640
9431,DB00968,D012640
9432,DB00422,D012640
9433,DB00959,D012640
9434,DB01233,D012640
9435,DB00524,D012640
9436,DB00916,D012640
9437,DB01011,D012640
9438,DB00379,D012640
9439,DB06148,D012640
9440,DB01110,D012640
9441,DB00683,D012640
9442,DB00834,D012640
9443,DB00745,D012640
9444,DB00295,D012640
9445,DB00607,D012640
9446,DB01183,D012640
9447,DB00704,D012640
9448,DB00220,D012640
9449,DB01400,D012640
9450,DB00184,D012640
9451,DB01115,D012640
9452,DB04743,D012640
9453,DB00393,D012640
9454,DB01595,D012640
9455,DB01054,D012640
9456,DB00435,D012640
9457,DB00727,D012640
9458,DB00325,D012640
9459,DB00585,D012640
9460,DB04821,D012640
9461,DB00368,D012640
9462,DB01059,D012640
9463,DB00540,D012640
9464,DB01165,D012640
9465,DB00334,D012640
9466,DB00338,D012640
9467,DB00904,D012640
9468,DB01092,D012640
9469,DB00713,D012640
9470,DB00621,D012640
9471,DB00842,D012640
9472,DB00776,D012640
9473,DB01062,D012640
9474,DB00497,D012640
9475,DB09140,D012640
9476,DB00935,D012640
9477,DB00107,D012640
9478,DB01229,D012640
9479,DB01337,D012640
9480,DB01626,D012640
9481,DB00715,D012640
9482,DB00487,D012640
9483,DB00652,D012640
9484,DB00312,D012640
9485,DB00806,D012640
9486,DB08883,D012640
9487,DB01186,D012640
9488,DB04930,D012640
9489,DB00850,D012640
9490,DB01121,D012640
9491,DB00780,D012640
9492,DB00914,D012640
9493,DB01620,D012640
9494,DB01174,D012640
9495,DB00692,D012640
9496,DB00812,D012640
9497,DB00388,D012640
9498,DB00397,D012640
9499,DB00252,D012640
9500,DB00981,D012640
9501,DB01085,D012640
9502,DB01100,D012640
9503,DB00319,D012640
9504,DB00670,D012640
9505,DB00761,D012640
9506,DB00733,D012640
9507,DB00457,D012640
9508,DB00635,D012640
9509,DB00230,D012640
9510,DB00750,D012640
9511,DB00794,D012640
9512,DB00721,D012640
9513,DB00433,D012640
9514,DB00387,D012640
9515,DB00392,D012640
9516,DB00396,D012640
9517,DB01069,D012640
9518,DB00818,D012640
9519,DB00571,D012640
9520,DB01839,D012640
9521,DB00550,D012640
9522,DB00852,D012640
9523,DB00114,D012640
9524,DB00165,D012640
9525,DB00205,D012640
9526,DB00468,D012640
9527,DB00863,D012640
9528,DB00899,D012640
9529,DB00206,D012640
9530,DB00740,D012640
9531,DB00478,D012640
9532,DB06155,D012640
9533,DB00734,D012640
9534,DB00533,D012640
9535,DB00296,D012640
9536,DB06201,D012640
9537,DB00936,D012640
9538,DB00747,D012640
9539,DB00418,D012640
9540,DB01037,D012640
9541,DB01104,D012640
9542,DB01236,D012640
9543,DB00877,D012640
9544,DB09072,D012640
9545,DB01208,D012640
9546,DB00421,D012640
9547,DB09118,D012640
9548,DB00202,D012640
9549,DB00708,D012640
9550,DB01299,D012640
9551,DB00795,D012640
9552,DB00263,D012640
9553,DB00605,D012640
9554,DB00391,D012640
9555,DB00382,D012640
9556,DB00864,D012640
9557,DB00675,D012640
9558,DB00706,D012640
9559,DB01956,D012640
9560,DB09256,D012640
9561,DB00871,D012640
9562,DB09085,D012640
9563,DB00277,D012640
9564,DB00152,D012640
9565,DB01154,D012640
9566,DB00599,D012640
9567,DB00679,D012640
9568,DB00906,D012640
9569,DB00697,D012640
9570,DB01056,D012640
9571,DB00273,D012640
9572,DB00193,D012640
9573,DB00302,D012640
9574,DB00752,D012640
9575,DB00656,D012640
9576,DB00897,D012640
9577,DB00831,D012640
9578,DB00376,D012640
9579,DB00347,D012640
9580,DB00726,D012640
9581,DB00792,D012640
9582,DB01199,D012640
9583,DB00313,D012640
9584,DB00661,D012640
9585,DB01080,D012640
9586,DB00570,D012640
9587,DB00541,D012640
9588,DB00682,D012640
9589,DB01392,D012640
9590,DB00962,D012640
9591,DB00495,D012640
9592,DB01593,D012640
9593,DB00246,D012640
9594,DB00425,D012640
9595,DB00909,D012640
9596,DB00564,D003294
9597,DB00829,D003294
9598,DB01595,D003294
9599,DB00435,D003294
9600,DB01174,D003294
9601,DB00252,D003294
9602,DB00794,D003294
9603,DB00313,D003294
9604,DB00188,D012678
9605,DB00297,D012678
9606,DB06774,D012678
9607,DB00515,D012678
9608,DB00907,D012678
9609,DB00531,D012678
9610,DB00987,D012678
9611,DB00343,D012678
9612,DB00584,D012678
9613,DB00813,D012678
9614,DB00472,D012678
9615,DB00848,D012678
9616,DB00281,D012678
9617,DB14123,D012678
9618,DB00563,D012678
9619,DB00264,D012678
9620,DB01229,D012678
9621,DB00708,D012678
9622,DB00541,D012678
9623,DB00687,D012791
9624,DB01235,D012791
9625,DB01406,D012851
9626,DB00304,D012851
9627,DB00783,D012851
9628,DB00294,D012851
9629,DB00158,D012851
9630,DB01109,D012851
9631,DB01177,D012851
9632,DB01033,D012851
9633,DB08804,D012851
9634,DB00396,D012851
9635,DB00675,D012851
9636,DB01041,D012851
9637,DB00302,D012851
9638,DB00755,D012851
9639,DB00682,D012851
9640,DB00819,D020182
9641,DB00633,D020182
9642,DB00333,D020182
9643,DB00295,D020182
9644,DB01092,D020182
9645,DB01069,D020182
9646,DB00439,D020181
9647,DB01068,D020181
9648,DB00584,D020181
9649,DB00471,D020181
9650,DB00295,D020181
9651,DB01174,D020181
9652,DB00981,D020181
9653,DB01069,D020181
9654,DB00421,D020181
9655,DB00624,D020181
9656,DB13944,D020181
9657,DB00744,D020181
9658,DB00318,D012891
9659,DB00690,D012891
9660,DB13867,D012891
9661,DB00370,D012891
9662,DB00388,D012891
9663,DB00981,D012891
9664,DB01069,D012891
9665,DB00202,D012891
9666,DB01200,D020186
9667,DB00490,D020186
9668,DB00215,D020186
9669,DB00472,D020186
9670,DB00996,D020186
9671,DB01235,D020186
9672,DB00422,D020186
9673,DB00715,D020186
9674,DB01104,D020186
9675,DB00297,D012892
9676,DB00201,D012892
9677,DB00907,D012892
9678,DB01576,D012892
9679,DB00668,D012892
9680,DB00458,D012892
9681,DB00745,D012892
9682,DB00295,D012892
9683,DB00656,D012892
9684,DB00502,D020178
9685,DB01065,D020178
9686,DB00780,D020178
9687,DB00752,D020178
9688,DB00502,D020919
9689,DB00334,D020919
9690,DB00787,D007319
9691,DB00404,D007319
9692,DB06288,D007319
9693,DB00321,D007319
9694,DB00714,D007319
9695,DB01238,D007319
9696,DB00335,D007319
9697,DB00810,D007319
9698,DB01200,D007319
9699,DB01156,D007319
9700,DB00490,D007319
9701,DB00201,D007319
9702,DB00341,D007319
9703,DB00477,D007319
9704,DB00215,D007319
9705,DB01211,D007319
9706,DB01242,D007319
9707,DB01068,D007319
9708,DB00575,D007319
9709,DB00907,D007319
9710,DB01406,D007319
9711,DB00250,D007319
9712,DB01151,D007319
9713,DB00304,D007319
9714,DB01234,D007319
9715,DB01191,D007319
9716,DB01576,D007319
9717,DB00514,D007319
9718,DB00829,D007319
9719,DB00937,D007319
9720,DB00343,D007319
9721,DB01075,D007319
9722,DB01142,D007319
9723,DB00625,D007319
9724,DB01215,D007319
9725,DB00783,D007319
9726,DB00402,D007319
9727,DB00574,D007319
9728,DB01544,D007319
9729,DB00472,D007319
9730,DB00690,D007319
9731,DB00176,D007319
9732,DB00502,D007319
9733,DB00458,D007319
9734,DB01247,D007319
9735,DB00555,D007319
9736,DB00007,D007319
9737,DB01235,D007319
9738,DB14509,D007319
9739,DB00186,D007319
9740,DB13872,D007319
9741,DB00227,D007319
9742,DB00579,D007319
9743,DB00358,D007319
9744,DB01065,D007319
9745,DB01365,D007319
9746,DB00333,D007319
9747,DB00563,D007319
9748,DB01403,D007319
9749,DB00422,D007319
9750,DB01233,D007319
9751,DB00916,D007319
9752,DB00379,D007319
9753,DB00683,D007319
9754,DB04896,D007319
9755,DB01017,D007319
9756,DB00370,D007319
9757,DB01171,D007319
9758,DB06230,D007319
9759,DB00704,D007319
9760,DB00184,D007319
9761,DB00540,D007319
9762,DB01165,D007319
9763,DB00334,D007319
9764,DB01250,D007319
9765,DB00935,D007319
9766,DB01192,D007319
9767,DB00715,D007319
9768,DB00022,D007319
9769,DB01186,D007319
9770,DB00850,D007319
9771,DB00780,D007319
9772,DB00191,D007319
9773,DB01324,D007319
9774,DB00860,D007319
9775,DB00635,D007319
9776,DB01035,D007319
9777,DB00571,D007319
9778,DB01589,D007319
9779,DB00980,D007319
9780,DB00234,D007319
9781,DB00734,D007319
9782,DB00268,D007319
9783,DB01037,D007319
9784,DB06144,D007319
9785,DB01104,D007319
9786,DB01105,D007319
9787,DB01348,D007319
9788,DB00864,D007319
9789,DB00675,D007319
9790,DB00231,D007319
9791,DB04844,D007319
9792,DB01041,D007319
9793,DB00679,D007319
9794,DB00752,D007319
9795,DB00656,D007319
9796,DB00897,D007319
9797,DB00831,D007319
9798,DB00313,D007319
9799,DB00962,D007319
9800,DB00495,D007319
9801,DB00425,D007319
9802,DB01198,D007319
9803,DB00819,D012893
9804,DB00404,D012893
9805,DB00915,D012893
9806,DB00357,D012893
9807,DB01118,D012893
9808,DB00321,D012893
9809,DB00182,D012893
9810,DB09274,D012893
9811,DB00335,D012893
9812,DB00612,D012893
9813,DB01200,D012893
9814,DB01222,D012893
9815,DB00921,D012893
9816,DB01156,D012893
9817,DB00201,D012893
9818,DB00564,D012893
9819,DB01136,D012893
9820,DB00608,D012893
9821,DB00537,D012893
9822,DB00515,D012893
9823,DB00215,D012893
9824,DB01211,D012893
9825,DB01242,D012893
9826,DB01068,D012893
9827,DB00575,D012893
9828,DB00363,D012893
9829,DB00907,D012893
9830,DB00531,D012893
9831,DB01151,D012893
9832,DB01234,D012893
9833,DB01576,D012893
9834,DB00514,D012893
9835,DB00843,D012893
9836,DB01142,D012893
9837,DB00824,D012893
9838,DB00574,D012893
9839,DB01544,D012893
9840,DB00472,D012893
9841,DB00623,D012893
9842,DB00690,D012893
9843,DB00176,D012893
9844,DB00327,D012893
9845,DB00808,D012893
9846,DB00328,D012893
9847,DB00951,D012893
9848,DB01235,D012893
9849,DB00722,D012893
9850,DB14509,D012893
9851,DB00455,D012893
9852,DB00227,D012893
9853,DB00358,D012893
9854,DB01065,D012893
9855,DB01043,D012893
9856,DB00371,D012893
9857,DB00333,D012893
9858,DB00563,D012893
9859,DB00968,D012893
9860,DB00422,D012893
9861,DB00959,D012893
9862,DB00264,D012893
9863,DB00683,D012893
9864,DB00745,D012893
9865,DB00295,D012893
9866,DB01149,D012893
9867,DB00184,D012893
9868,DB01115,D012893
9869,DB01595,D012893
9870,DB00540,D012893
9871,DB01165,D012893
9872,DB01229,D012893
9873,DB01186,D012893
9874,DB00780,D012893
9875,DB01174,D012893
9876,DB00397,D012893
9877,DB00252,D012893
9878,DB00960,D012893
9879,DB00818,D012893
9880,DB00571,D012893
9881,DB01589,D012893
9882,DB00899,D012893
9883,DB00206,D012893
9884,DB00734,D012893
9885,DB01236,D012893
9886,DB00641,D012893
9887,DB00675,D012893
9888,DB00231,D012893
9889,DB00277,D012893
9890,DB00373,D012893
9891,DB00656,D012893
9892,DB00897,D012893
9893,DB00313,D012893
9894,DB11094,D012893
9895,DB00425,D012893
9896,DB00413,D020922
9897,DB00468,D020922
9898,DB00268,D020922
9899,DB00734,D058496
9900,DB00321,D020886
9901,DB01248,D020886
9902,DB00696,D020886
9903,DB00996,D020886
9904,DB01159,D020886
9905,DB00458,D020886
9906,DB01235,D020886
9907,DB00247,D020886
9908,DB00994,D020886
9909,DB01229,D020886
9910,DB01337,D020886
9911,DB00541,D020886
9912,DB00321,D013009
9913,DB01351,D013009
9914,DB01156,D013009
9915,DB00477,D013009
9916,DB01239,D013009
9917,DB00537,D013009
9918,DB00829,D013009
9919,DB01075,D013009
9920,DB00189,D013009
9921,DB14509,D013009
9922,DB00934,D013009
9923,DB00422,D013009
9924,DB00264,D013009
9925,DB00334,D013009
9926,DB00842,D013009
9927,DB00715,D013009
9928,DB00850,D013009
9929,DB00344,D013009
9930,DB00734,D013009
9931,DB00418,D013009
9932,DB00231,D013009
9933,DB00679,D013009
9934,DB00897,D013009
9935,DB00425,D013009
9936,DB03128,D013035
9937,DB01001,D013035
9938,DB00404,D013035
9939,DB01616,D013035
9940,DB01223,D013035
9941,DB00181,D013035
9942,DB01164,D013035
9943,DB00403,D013035
9944,DB01161,D013035
9945,DB00477,D013035
9946,DB00356,D013035
9947,DB00907,D013035
9948,DB00318,D013035
9949,DB00924,D013035
9950,DB01219,D013035
9951,DB01234,D013035
9952,DB00829,D013035
9953,DB00343,D013035
9954,DB01075,D013035
9955,DB00696,D013035
9956,DB09086,D013035
9957,DB00813,D013035
9958,DB04841,D013035
9959,DB00544,D013035
9960,DB00529,D013035
9961,DB00040,D013035
9962,DB01170,D013035
9963,DB01109,D013035
9964,DB00753,D013035
9965,DB01221,D013035
9966,DB00281,D013035
9967,DB14509,D013035
9968,DB00408,D013035
9969,DB00784,D013035
9970,DB01043,D013035
9971,DB00454,D013035
9972,DB00961,D013035
9973,DB00333,D013035
9974,DB01233,D013035
9975,DB06148,D013035
9976,DB00295,D013035
9977,DB00844,D013035
9978,DB01183,D013035
9979,DB00788,D013035
9980,DB01400,D013035
9981,DB00184,D013035
9982,DB01115,D013035
9983,DB00727,D013035
9984,DB00368,D013035
9985,DB00904,D013035
9986,DB00107,D013035
9987,DB01113,D013035
9988,DB00312,D013035
9989,DB04930,D013035
9990,DB00850,D013035
9991,DB00780,D013035
9992,DB00692,D013035
9993,DB01085,D013035
9994,DB00592,D013035
9995,DB14500,D013035
9996,DB00761,D013035
9997,DB00750,D013035
9998,DB00433,D013035
9999,DB00818,D013035
10000,DB00202,D013035
10001,DB00708,D013035
10002,DB00277,D013035
10003,DB00599,D013035
10004,DB00797,D013035
10005,DB00376,D013035
10006,DB00443,D013036
10007,DB00349,D013036
10008,DB01068,D013036
10009,DB01234,D013036
10010,DB00997,D013036
10011,DB00920,D013036
10012,DB01174,D013036
10013,DB00635,D013036
10014,DB00794,D013036
10015,DB00277,D013036
10016,DB00313,D013036
10017,DB01080,D013036
10018,DB00404,D013064
10019,DB00321,D013064
10020,DB00564,D013064
10021,DB00501,D013064
10022,DB00215,D013064
10023,DB01242,D013064
10024,DB01068,D013064
10025,DB00363,D013064
10026,DB00907,D013064
10027,DB00746,D013064
10028,DB00514,D013064
10029,DB00829,D013064
10030,DB00985,D013064
10031,DB01075,D013064
10032,DB00822,D013064
10033,DB01248,D013064
10034,DB00199,D013064
10035,DB01221,D013064
10036,DB01235,D013064
10037,DB00281,D013064
10038,DB14509,D013064
10039,DB00186,D013064
10040,DB00934,D013064
10041,DB00333,D013064
10042,DB00763,D013064
10043,DB00563,D013064
10044,DB01403,D013064
10045,DB00422,D013064
10046,DB01233,D013064
10047,DB00916,D013064
10048,DB00295,D013064
10049,DB01595,D013064
10050,DB00727,D013064
10051,DB00334,D013064
10052,DB00776,D013064
10053,DB00850,D013064
10054,DB01174,D013064
10055,DB00252,D013064
10056,DB00981,D013064
10057,DB00794,D013064
10058,DB00433,D013064
10059,DB01129,D013064
10060,DB00864,D013064
10061,DB00372,D013064
10062,DB01623,D013064
10063,DB00313,D013064
10064,DB00122,D016137
10065,DB00184,D016137
10066,DB00755,D016137
10067,DB00313,D016137
10068,DB00162,D016137
10069,DB00134,D016136
10070,DB00313,D016136
10071,DB01185,D013117
10072,DB01109,D013117
10073,DB00281,D013117
10074,DB00959,D013117
10075,DB00295,D013117
10076,DB00184,D013117
10077,DB00860,D013117
10078,DB09085,D013117
10079,DB00620,D013117
10080,DB00682,D013117
10081,DB04115,D013118
10082,DB00443,D013118
10083,DB00188,D013118
10084,DB00297,D013118
10085,DB00262,D013118
10086,DB11386,D013118
10087,DB01161,D013118
10088,DB00515,D013118
10089,DB00575,D013118
10090,DB09130,D013118
10091,DB00531,D013118
10092,DB00987,D013118
10093,DB01234,D013118
10094,DB00829,D013118
10095,DB00997,D013118
10096,DB00450,D013118
10097,DB00158,D013118
10098,DB00756,D013118
10099,DB01167,D013118
10100,DB00709,D013118
10101,DB00281,D013118
10102,DB00333,D013118
10103,DB00134,D013118
10104,DB00563,D013118
10105,DB00959,D013118
10106,DB00295,D013118
10107,DB00435,D013118
10108,DB01229,D013118
10109,DB00860,D013118
10110,DB00296,D013118
10111,DB00649,D013118
10112,DB00313,D013118
10113,DB00661,D013118
10114,DB00361,D013118
10115,DB00682,D013118
10116,DB00495,D013118
10117,DB01076,D013119
10118,DB00181,D013119
10119,DB00297,D013119
10120,DB09061,D013119
10121,DB00813,D013119
10122,DB00328,D013119
10123,DB00281,D013119
10124,DB00959,D013119
10125,DB01017,D013119
10126,DB00471,D013119
10127,DB01183,D013119
10128,DB09140,D013119
10129,DB00396,D013119
10130,DB00296,D013119
